Cód. Bairros,Nome Bairros,Dia,Mês,Pluviometria
IP,Ipiranga,10,8,0.0
JA,Jabaquara,10,8,0.0
SA,Santo Amaro,10,8,0.0
VM,Vila Mariana,10,8,0.0
PA,Parelheiros ,10,8,0.0
AD,Cidade Ademar,10,8,0.0
MB,M Boi Mirim,11,8,3.0
CL,Campo Limpo,11,8,1.5
CS,Capela do Socorro,11,8,3.1
IP,Ipiranga,11,8,1.2
JA,Jabaquara,11,8,1.0
SA,Santo Amaro,11,8,1.2
VM,Vila Mariana,11,8,1.9
PA,Parelheiros ,11,8,2.8
AD,Cidade Ademar,11,8,2.0
MB,M Boi Mirim,12,8,3.7
CL,Campo Limpo,12,8,2.5
CS,Capela do Socorro,12,8,1.9
IP,Ipiranga,12,8,1.3
JA,Jabaquara,12,8,4.0
SA,Santo Amaro,12,8,3.8
VM,Vila Mariana,12,8,0.2
PA,Parelheiros ,12,8,0.6000000000000001
AD,Cidade Ademar,12,8,5.2
MB,M Boi Mirim,13,8,0.3
CL,Campo Limpo,13,8,0.3
CS,Capela do Socorro,13,8,1.5000000000000002
IP,Ipiranga,13,8,0.5
JA,Jabaquara,13,8,0.8
SA,Santo Amaro,13,8,0.6
VM,Vila Mariana,13,8,0.7
PA,Parelheiros ,13,8,6.1000000000000005
AD,Cidade Ademar,13,8,1.2
MB,M Boi Mirim,14,8,0.0
CL,Campo Limpo,14,8,0.0
CS,Capela do Socorro,14,8,0.0
IP,Ipiranga,14,8,0.0
JA,Jabaquara,14,8,0.0
SA,Santo Amaro,14,8,0.0
VM,Vila Mariana,14,8,0.0
PA,Parelheiros ,14,8,0.0
AD,Cidade Ademar,14,8,0.0
MB,M Boi Mirim,15,8,0.0
CL,Campo Limpo,15,8,0.0
CS,Capela do Socorro,15,8,0.0
IP,Ipiranga,15,8,0.0
JA,Jabaquara,15,8,0.0
SA,Santo Amaro,15,8,0.0
VM,Vila Mariana,15,8,0.0
PA,Parelheiros ,15,8,0.0
AD,Cidade Ademar,15,8,0.0
MB,M Boi Mirim,16,8,0.0
CL,Campo Limpo,16,8,0.0
CS,Capela do Socorro,16,8,0.0
IP,Ipiranga,16,8,0.0
JA,Jabaquara,16,8,0.0
SA,Santo Amaro,16,8,0.0
VM,Vila Mariana,16,8,0.0
PA,Parelheiros ,16,8,0.0
AD,Cidade Ademar,16,8,0.0
MB,M Boi Mirim,17,8,0.0
CL,Campo Limpo,17,8,0.0
CS,Capela do Socorro,17,8,0.0
IP,Ipiranga,17,8,0.0
JA,Jabaquara,17,8,0.0
SA,Santo Amaro,17,8,0.0
VM,Vila Mariana,17,8,0.0
PA,Parelheiros ,17,8,0.0
AD,Cidade Ademar,17,8,0.0
MB,M Boi Mirim,18,8,0.0
CL,Campo Limpo,18,8,0.0
CS,Capela do Socorro,18,8,0.0
IP,Ipiranga,18,8,0.0
JA,Jabaquara,18,8,0.0
SA,Santo Amaro,18,8,0.0
VM,Vila Mariana,18,8,0.0
PA,Parelheiros ,18,8,0.0
AD,Cidade Ademar,18,8,0.0
MB,M Boi Mirim,19,8,0.0
CL,Campo Limpo,19,8,0.0
CS,Capela do Socorro,19,8,0.0
IP,Ipiranga,19,8,0.0
JA,Jabaquara,19,8,0.0
SA,Santo Amaro,19,8,0.0
VM,Vila Mariana,19,8,0.0
PA,Parelheiros ,19,8,0.0
AD,Cidade Ademar,19,8,0.0
MB,M Boi Mirim,20,8,0.0
CL,Campo Limpo,20,8,0.0
CS,Capela do Socorro,20,8,0.0
IP,Ipiranga,20,8,0.0
JA,Jabaquara,20,8,0.0
SA,Santo Amaro,20,8,0.0
VM,Vila Mariana,20,8,0.0
PA,Parelheiros ,20,8,0.0
AD,Cidade Ademar,20,8,0.0
MB,M Boi Mirim,21,8,0.0
CL,Campo Limpo,21,8,0.0
CS,Capela do Socorro,21,8,0.0
IP,Ipiranga,21,8,0.0
JA,Jabaquara,21,8,0.0
SA,Santo Amaro,21,8,0.0
VM,Vila Mariana,21,8,0.0
PA,Parelheiros ,21,8,0.0
AD,Cidade Ademar,21,8,0.0
MB,M Boi Mirim,22,8,0.0
CL,Campo Limpo,22,8,0.0
CS,Capela do Socorro,22,8,0.0
IP,Ipiranga,22,8,0.0
JA,Jabaquara,22,8,0.0
SA,Santo Amaro,22,8,0.0
VM,Vila Mariana,22,8,0.0
PA,Parelheiros ,22,8,0.0
AD,Cidade Ademar,22,8,0.0
MB,M Boi Mirim,23,8,0.0
CL,Campo Limpo,23,8,0.0
CS,Capela do Socorro,23,8,0.0
IP,Ipiranga,23,8,0.0
JA,Jabaquara,23,8,0.0
SA,Santo Amaro,23,8,0.0
VM,Vila Mariana,23,8,0.0
PA,Parelheiros ,23,8,0.0
AD,Cidade Ademar,23,8,0.0
MB,M Boi Mirim,24,8,2.6
CL,Campo Limpo,24,8,2.1
CS,Capela do Socorro,24,8,3.0
IP,Ipiranga,24,8,1.5
JA,Jabaquara,24,8,0.9
SA,Santo Amaro,24,8,0.8
VM,Vila Mariana,24,8,1.8
PA,Parelheiros ,24,8,1.2000000000000002
AD,Cidade Ademar,24,8,2.4
MB,M Boi Mirim,25,8,6.3
CL,Campo Limpo,25,8,5.6
CS,Capela do Socorro,25,8,6.2
IP,Ipiranga,25,8,4.9
JA,Jabaquara,25,8,6.699999999999999
SA,Santo Amaro,25,8,5.6
VM,Vila Mariana,25,8,5.0
PA,Parelheiros ,25,8,7.9
AD,Cidade Ademar,25,8,6.300000000000001
MB,M Boi Mirim,26,8,6.9
CL,Campo Limpo,26,8,8.799999999999999
CS,Capela do Socorro,26,8,5.9
IP,Ipiranga,26,8,7.4
JA,Jabaquara,26,8,9.4
SA,Santo Amaro,26,8,8.2
VM,Vila Mariana,26,8,8.1
PA,Parelheiros ,26,8,10.9
AD,Cidade Ademar,26,8,8.5
MB,M Boi Mirim,27,8,6.699999999999999
CL,Campo Limpo,27,8,7.1
CS,Capela do Socorro,27,8,6.5
IP,Ipiranga,27,8,6.199999999999999
JA,Jabaquara,27,8,7.9
SA,Santo Amaro,27,8,6.9
VM,Vila Mariana,27,8,6.4
PA,Parelheiros ,27,8,8.2
AD,Cidade Ademar,27,8,7.5
MB,M Boi Mirim,28,8,0.9000000000000001
CL,Campo Limpo,28,8,1.4
CS,Capela do Socorro,28,8,0.7
IP,Ipiranga,28,8,0.1
JA,Jabaquara,28,8,0.0
SA,Santo Amaro,28,8,0.4
VM,Vila Mariana,28,8,0.2
PA,Parelheiros ,28,8,4.199999999999999
AD,Cidade Ademar,28,8,0.3
MB,M Boi Mirim,29,8,0.0
CL,Campo Limpo,29,8,0.0
CS,Capela do Socorro,29,8,0.0
IP,Ipiranga,29,8,0.0
JA,Jabaquara,29,8,0.0
SA,Santo Amaro,29,8,0.0
VM,Vila Mariana,29,8,0.0
PA,Parelheiros ,29,8,0.0
AD,Cidade Ademar,29,8,0.0
MB,M Boi Mirim,30,8,0.0
CL,Campo Limpo,30,8,0.0
CS,Capela do Socorro,30,8,0.0
IP,Ipiranga,30,8,0.0
JA,Jabaquara,30,8,0.0
SA,Santo Amaro,30,8,0.0
VM,Vila Mariana,30,8,0.0
PA,Parelheiros ,30,8,0.0
AD,Cidade Ademar,30,8,0.0
MB,M Boi Mirim,31,8,0.0
CL,Campo Limpo,31,8,0.0
CS,Capela do Socorro,31,8,0.0
IP,Ipiranga,31,8,0.0
JA,Jabaquara,31,8,0.0
SA,Santo Amaro,31,8,0.0
VM,Vila Mariana,31,8,0.0
PA,Parelheiros ,31,8,0.0
AD,Cidade Ademar,31,8,0.0
MB,M Boi Mirim,1,9,0.0
CL,Campo Limpo,1,9,0.0
CS,Capela do Socorro,1,9,0.0
IP,Ipiranga,1,9,0.0
JA,Jabaquara,1,9,0.0
SA,Santo Amaro,1,9,0.0
VM,Vila Mariana,1,9,0.0
PA,Parelheiros ,1,9,0.0
AD,Cidade Ademar,1,9,0.0
MB,M Boi Mirim,2,9,20.5
CL,Campo Limpo,2,9,22.5
CS,Capela do Socorro,2,9,17.7
IP,Ipiranga,2,9,14.4
JA,Jabaquara,2,9,21.3
SA,Santo Amaro,2,9,21.9
VM,Vila Mariana,2,9,16.599999999999998
PA,Parelheiros ,2,9,21.7
AD,Cidade Ademar,2,9,20.6
MB,M Boi Mirim,3,9,4.5
CL,Campo Limpo,3,9,6.4
CS,Capela do Socorro,3,9,2.8000000000000003
IP,Ipiranga,3,9,7.1
JA,Jabaquara,3,9,6.0
SA,Santo Amaro,3,9,5.3
VM,Vila Mariana,3,9,7.4
PA,Parelheiros ,3,9,0.9
AD,Cidade Ademar,3,9,4.5
MB,M Boi Mirim,4,9,0.0
CL,Campo Limpo,4,9,0.0
CS,Capela do Socorro,4,9,0.0
IP,Ipiranga,4,9,0.0
JA,Jabaquara,4,9,0.0
SA,Santo Amaro,4,9,0.0
VM,Vila Mariana,4,9,0.0
PA,Parelheiros ,4,9,0.0
AD,Cidade Ademar,4,9,0.0
MB,M Boi Mirim,5,9,0.4
CL,Campo Limpo,5,9,0.7
CS,Capela do Socorro,5,9,0.5
IP,Ipiranga,5,9,0.2
JA,Jabaquara,5,9,0.7000000000000001
SA,Santo Amaro,5,9,0.6
VM,Vila Mariana,5,9,0.0
PA,Parelheiros ,5,9,2.5
AD,Cidade Ademar,5,9,0.7999999999999999
MB,M Boi Mirim,6,9,0.3
CL,Campo Limpo,6,9,0.2
CS,Capela do Socorro,6,9,0.7000000000000001
IP,Ipiranga,6,9,0.0
JA,Jabaquara,6,9,0.1
SA,Santo Amaro,6,9,0.1
VM,Vila Mariana,6,9,0.0
PA,Parelheiros ,6,9,6.6
AD,Cidade Ademar,6,9,0.1
MB,M Boi Mirim,7,9,0.0
CL,Campo Limpo,7,9,0.0
CS,Capela do Socorro,7,9,0.0
IP,Ipiranga,7,9,0.0
JA,Jabaquara,7,9,0.0
SA,Santo Amaro,7,9,0.0
VM,Vila Mariana,7,9,0.0
PA,Parelheiros ,7,9,0.0
AD,Cidade Ademar,7,9,0.0
MB,M Boi Mirim,8,9,0.0
CL,Campo Limpo,8,9,0.0
CS,Capela do Socorro,8,9,0.0
IP,Ipiranga,8,9,0.0
JA,Jabaquara,8,9,0.0
SA,Santo Amaro,8,9,0.0
VM,Vila Mariana,8,9,0.0
PA,Parelheiros ,8,9,0.0
AD,Cidade Ademar,8,9,0.0
MB,M Boi Mirim,9,9,0.0
CL,Campo Limpo,9,9,0.0
CS,Capela do Socorro,9,9,0.0
IP,Ipiranga,9,9,0.0
JA,Jabaquara,9,9,0.0
SA,Santo Amaro,9,9,0.0
VM,Vila Mariana,9,9,0.0
PA,Parelheiros ,9,9,0.0
AD,Cidade Ademar,9,9,0.0
MB,M Boi Mirim,10,9,0.0
CL,Campo Limpo,10,9,0.0
CS,Capela do Socorro,10,9,0.0
IP,Ipiranga,10,9,0.0
JA,Jabaquara,10,9,0.0
SA,Santo Amaro,10,9,0.0
VM,Vila Mariana,10,9,0.0
PA,Parelheiros ,10,9,0.0
AD,Cidade Ademar,10,9,0.0
MB,M Boi Mirim,11,9,0.0
CL,Campo Limpo,11,9,0.0
CS,Capela do Socorro,11,9,0.0
IP,Ipiranga,11,9,0.0
JA,Jabaquara,11,9,0.0
SA,Santo Amaro,11,9,0.0
VM,Vila Mariana,11,9,0.0
PA,Parelheiros ,11,9,0.0
AD,Cidade Ademar,11,9,0.0
MB,M Boi Mirim,12,9,0.0
CL,Campo Limpo,12,9,0.0
CS,Capela do Socorro,12,9,0.0
IP,Ipiranga,12,9,0.0
JA,Jabaquara,12,9,0.0
SA,Santo Amaro,12,9,0.0
VM,Vila Mariana,12,9,0.0
PA,Parelheiros ,12,9,0.0
AD,Cidade Ademar,12,9,0.0
MB,M Boi Mirim,13,9,0.0
CL,Campo Limpo,13,9,0.0
CS,Capela do Socorro,13,9,0.0
IP,Ipiranga,13,9,0.0
JA,Jabaquara,13,9,0.0
SA,Santo Amaro,13,9,0.0
VM,Vila Mariana,13,9,0.0
PA,Parelheiros ,13,9,0.0
AD,Cidade Ademar,13,9,0.0
MB,M Boi Mirim,14,9,18.0
CL,Campo Limpo,14,9,18.7
CS,Capela do Socorro,14,9,18.200000000000003
IP,Ipiranga,14,9,21.4
JA,Jabaquara,14,9,21.1
SA,Santo Amaro,14,9,18.700000000000003
VM,Vila Mariana,14,9,14.3
PA,Parelheiros ,14,9,15.0
AD,Cidade Ademar,14,9,23.0
MB,M Boi Mirim,15,9,0.0
CL,Campo Limpo,15,9,0.0
CS,Capela do Socorro,15,9,0.0
IP,Ipiranga,15,9,0.0
JA,Jabaquara,15,9,0.0
SA,Santo Amaro,15,9,0.0
VM,Vila Mariana,15,9,0.0
PA,Parelheiros ,15,9,0.0
AD,Cidade Ademar,15,9,0.0
MB,M Boi Mirim,16,9,0.0
CL,Campo Limpo,16,9,0.0
CS,Capela do Socorro,16,9,0.0
IP,Ipiranga,16,9,0.0
JA,Jabaquara,16,9,0.0
SA,Santo Amaro,16,9,0.0
VM,Vila Mariana,16,9,0.0
PA,Parelheiros ,16,9,0.0
AD,Cidade Ademar,16,9,0.0
MB,M Boi Mirim,17,9,0.0
CL,Campo Limpo,17,9,0.0
CS,Capela do Socorro,17,9,0.0
IP,Ipiranga,17,9,0.0
JA,Jabaquara,17,9,0.0
SA,Santo Amaro,17,9,0.0
VM,Vila Mariana,17,9,0.0
PA,Parelheiros ,17,9,0.0
AD,Cidade Ademar,17,9,0.0
MB,M Boi Mirim,18,9,0.5
CL,Campo Limpo,18,9,0.1
CS,Capela do Socorro,18,9,4.9
IP,Ipiranga,18,9,0.0
JA,Jabaquara,18,9,0.9
SA,Santo Amaro,18,9,5.0
VM,Vila Mariana,18,9,0.0
PA,Parelheiros ,18,9,0.3
AD,Cidade Ademar,18,9,6.8
MB,M Boi Mirim,19,9,0.0
CL,Campo Limpo,19,9,0.0
CS,Capela do Socorro,19,9,0.0
IP,Ipiranga,19,9,0.0
JA,Jabaquara,19,9,0.0
SA,Santo Amaro,19,9,0.0
VM,Vila Mariana,19,9,0.0
PA,Parelheiros ,19,9,0.0
AD,Cidade Ademar,19,9,0.0
MB,M Boi Mirim,20,9,0.0
CL,Campo Limpo,20,9,0.0
CS,Capela do Socorro,20,9,0.0
IP,Ipiranga,20,9,0.0
JA,Jabaquara,20,9,0.0
SA,Santo Amaro,20,9,0.0
VM,Vila Mariana,20,9,0.0
PA,Parelheiros ,20,9,0.0
AD,Cidade Ademar,20,9,0.0
MB,M Boi Mirim,21,9,0.0
CL,Campo Limpo,21,9,0.0
CS,Capela do Socorro,21,9,0.0
IP,Ipiranga,21,9,0.0
JA,Jabaquara,21,9,0.0
SA,Santo Amaro,21,9,0.0
VM,Vila Mariana,21,9,0.0
PA,Parelheiros ,21,9,0.0
AD,Cidade Ademar,21,9,0.0
MB,M Boi Mirim,22,9,0.5
CL,Campo Limpo,22,9,0.2
CS,Capela do Socorro,22,9,0.1
IP,Ipiranga,22,9,0.0
JA,Jabaquara,22,9,0.1
SA,Santo Amaro,22,9,0.2
VM,Vila Mariana,22,9,0.1
PA,Parelheiros ,22,9,0.2
AD,Cidade Ademar,22,9,0.0
MB,M Boi Mirim,23,9,0.0
CL,Campo Limpo,23,9,0.0
CS,Capela do Socorro,23,9,0.0
IP,Ipiranga,23,9,0.0
JA,Jabaquara,23,9,0.0
SA,Santo Amaro,23,9,0.0
VM,Vila Mariana,23,9,0.0
PA,Parelheiros ,23,9,0.0
AD,Cidade Ademar,23,9,0.0
MB,M Boi Mirim,24,9,0.0
CL,Campo Limpo,24,9,0.0
CS,Capela do Socorro,24,9,0.0
IP,Ipiranga,24,9,0.0
JA,Jabaquara,24,9,0.0
SA,Santo Amaro,24,9,0.0
VM,Vila Mariana,24,9,0.0
PA,Parelheiros ,24,9,0.0
AD,Cidade Ademar,24,9,0.0
MB,M Boi Mirim,25,9,0.1
CL,Campo Limpo,25,9,0.0
CS,Capela do Socorro,25,9,0.2
IP,Ipiranga,25,9,0.0
JA,Jabaquara,25,9,0.0
SA,Santo Amaro,25,9,0.1
VM,Vila Mariana,25,9,0.0
PA,Parelheiros ,25,9,1.5
AD,Cidade Ademar,25,9,0.1
MB,M Boi Mirim,26,9,0.0
CL,Campo Limpo,26,9,0.0
CS,Capela do Socorro,26,9,0.0
IP,Ipiranga,26,9,0.0
JA,Jabaquara,26,9,0.0
SA,Santo Amaro,26,9,0.0
VM,Vila Mariana,26,9,0.0
PA,Parelheiros ,26,9,0.0
AD,Cidade Ademar,26,9,0.0
MB,M Boi Mirim,27,9,13.0
CL,Campo Limpo,27,9,13.4
CS,Capela do Socorro,27,9,14.5
IP,Ipiranga,27,9,18.1
JA,Jabaquara,27,9,19.8
SA,Santo Amaro,27,9,17.7
VM,Vila Mariana,27,9,15.3
PA,Parelheiros ,27,9,8.8
AD,Cidade Ademar,27,9,19.5
MB,M Boi Mirim,28,9,0.7
CL,Campo Limpo,28,9,0.6
CS,Capela do Socorro,28,9,1.8
IP,Ipiranga,28,9,0.7
JA,Jabaquara,28,9,1.0
SA,Santo Amaro,28,9,1.0
VM,Vila Mariana,28,9,0.7
PA,Parelheiros ,28,9,6.5
AD,Cidade Ademar,28,9,0.8999999999999999
MB,M Boi Mirim,29,9,0.0
CL,Campo Limpo,29,9,0.0
CS,Capela do Socorro,29,9,0.0
IP,Ipiranga,29,9,0.0
JA,Jabaquara,29,9,0.0
SA,Santo Amaro,29,9,0.0
VM,Vila Mariana,29,9,0.0
PA,Parelheiros ,29,9,0.0
AD,Cidade Ademar,29,9,0.0
MB,M Boi Mirim,30,9,7.0
CL,Campo Limpo,30,9,10.2
CS,Capela do Socorro,30,9,5.1
IP,Ipiranga,30,9,3.7
JA,Jabaquara,30,9,10.2
SA,Santo Amaro,30,9,10.1
VM,Vila Mariana,30,9,3.7
PA,Parelheiros ,30,9,1.5
AD,Cidade Ademar,30,9,8.6
MB,M Boi Mirim,1,10,29.800000000000004
CL,Campo Limpo,1,10,37.0
CS,Capela do Socorro,1,10,26.0
IP,Ipiranga,1,10,40.5
JA,Jabaquara,1,10,32.6
SA,Santo Amaro,1,10,28.500000000000004
VM,Vila Mariana,1,10,44.3
PA,Parelheiros ,1,10,15.700000000000005
AD,Cidade Ademar,1,10,30.3
MB,M Boi Mirim,2,10,0.0
CL,Campo Limpo,2,10,0.1
CS,Capela do Socorro,2,10,0.0
IP,Ipiranga,2,10,0.1
JA,Jabaquara,2,10,0.1
SA,Santo Amaro,2,10,0.1
VM,Vila Mariana,2,10,0.2
PA,Parelheiros ,2,10,1.2000000000000002
AD,Cidade Ademar,2,10,0.1
MB,M Boi Mirim,3,10,0.1
CL,Campo Limpo,3,10,0.1
CS,Capela do Socorro,3,10,0.4
IP,Ipiranga,3,10,0.0
JA,Jabaquara,3,10,0.1
SA,Santo Amaro,3,10,0.1
VM,Vila Mariana,3,10,0.0
PA,Parelheiros ,3,10,1.6
AD,Cidade Ademar,3,10,0.0
MB,M Boi Mirim,4,10,11.0
CL,Campo Limpo,4,10,10.2
CS,Capela do Socorro,4,10,7.8
IP,Ipiranga,4,10,6.2
JA,Jabaquara,4,10,3.8
SA,Santo Amaro,4,10,6.5
VM,Vila Mariana,4,10,4.9
PA,Parelheiros ,4,10,8.1
AD,Cidade Ademar,4,10,6.1
MB,M Boi Mirim,5,10,31.9
CL,Campo Limpo,5,10,29.200000000000003
CS,Capela do Socorro,5,10,28.9
IP,Ipiranga,5,10,24.0
JA,Jabaquara,5,10,25.700000000000003
SA,Santo Amaro,5,10,24.000000000000004
VM,Vila Mariana,5,10,25.5
PA,Parelheiros ,5,10,28.5
AD,Cidade Ademar,5,10,28.7
MB,M Boi Mirim,6,10,0.0
CL,Campo Limpo,6,10,0.0
CS,Capela do Socorro,6,10,0.0
IP,Ipiranga,6,10,0.0
JA,Jabaquara,6,10,0.0
SA,Santo Amaro,6,10,0.0
VM,Vila Mariana,6,10,0.0
PA,Parelheiros ,6,10,0.0
AD,Cidade Ademar,6,10,0.0
MB,M Boi Mirim,7,10,29.6
CL,Campo Limpo,7,10,36.5
CS,Capela do Socorro,7,10,29.5
IP,Ipiranga,7,10,19.3
JA,Jabaquara,7,10,30.2
SA,Santo Amaro,7,10,29.6
VM,Vila Mariana,7,10,17.7
PA,Parelheiros ,7,10,35.7
AD,Cidade Ademar,7,10,32.1
MB,M Boi Mirim,8,10,32.7
CL,Campo Limpo,8,10,35.8
CS,Capela do Socorro,8,10,27.5
IP,Ipiranga,8,10,39.7
JA,Jabaquara,8,10,45.4
SA,Santo Amaro,8,10,33.7
VM,Vila Mariana,8,10,41.8
PA,Parelheiros ,8,10,23.2
AD,Cidade Ademar,8,10,42.8
MB,M Boi Mirim,9,10,2.8000000000000003
CL,Campo Limpo,9,10,3.3
CS,Capela do Socorro,9,10,2.4
IP,Ipiranga,9,10,5.199999999999999
JA,Jabaquara,9,10,4.3
SA,Santo Amaro,9,10,3.2
VM,Vila Mariana,9,10,5.4
PA,Parelheiros ,9,10,3.2
AD,Cidade Ademar,9,10,3.3000000000000003
MB,M Boi Mirim,10,10,0.3
CL,Campo Limpo,10,10,0.4
CS,Capela do Socorro,10,10,0.4
IP,Ipiranga,10,10,0.4
JA,Jabaquara,10,10,0.3
SA,Santo Amaro,10,10,0.1
VM,Vila Mariana,10,10,0.3
PA,Parelheiros ,10,10,3.8
AD,Cidade Ademar,10,10,0.3
MB,M Boi Mirim,11,10,0.0
CL,Campo Limpo,11,10,0.0
CS,Capela do Socorro,11,10,0.0
IP,Ipiranga,11,10,0.0
JA,Jabaquara,11,10,0.0
SA,Santo Amaro,11,10,0.0
VM,Vila Mariana,11,10,0.0
PA,Parelheiros ,11,10,0.0
AD,Cidade Ademar,11,10,0.0
MB,M Boi Mirim,12,10,25.1
CL,Campo Limpo,12,10,19.4
CS,Capela do Socorro,12,10,19.2
IP,Ipiranga,12,10,13.6
JA,Jabaquara,12,10,14.6
SA,Santo Amaro,12,10,16.799999999999997
VM,Vila Mariana,12,10,15.9
PA,Parelheiros ,12,10,13.0
AD,Cidade Ademar,12,10,20.5
MB,M Boi Mirim,13,10,1.1
CL,Campo Limpo,13,10,1.7000000000000002
CS,Capela do Socorro,13,10,1.9
IP,Ipiranga,13,10,1.2
JA,Jabaquara,13,10,1.5
SA,Santo Amaro,13,10,1.5000000000000002
VM,Vila Mariana,13,10,0.7999999999999999
PA,Parelheiros ,13,10,6.6
AD,Cidade Ademar,13,10,1.8000000000000005
MB,M Boi Mirim,14,10,0.6
CL,Campo Limpo,14,10,0.7999999999999999
CS,Capela do Socorro,14,10,0.7
IP,Ipiranga,14,10,0.1
JA,Jabaquara,14,10,0.3
SA,Santo Amaro,14,10,0.5
VM,Vila Mariana,14,10,0.0
PA,Parelheiros ,14,10,3.4
AD,Cidade Ademar,14,10,0.7
MB,M Boi Mirim,15,10,0.0
CL,Campo Limpo,15,10,0.0
CS,Capela do Socorro,15,10,0.0
IP,Ipiranga,15,10,0.0
JA,Jabaquara,15,10,0.0
SA,Santo Amaro,15,10,0.0
VM,Vila Mariana,15,10,0.0
PA,Parelheiros ,15,10,0.0
AD,Cidade Ademar,15,10,0.0
MB,M Boi Mirim,16,10,8.8
CL,Campo Limpo,16,10,10.0
CS,Capela do Socorro,16,10,8.1
IP,Ipiranga,16,10,7.3
JA,Jabaquara,16,10,4.4
SA,Santo Amaro,16,10,6.5
VM,Vila Mariana,16,10,8.0
PA,Parelheiros ,16,10,16.7
AD,Cidade Ademar,16,10,4.7
MB,M Boi Mirim,17,10,11.1
CL,Campo Limpo,17,10,11.5
CS,Capela do Socorro,17,10,11.0
IP,Ipiranga,17,10,11.8
JA,Jabaquara,17,10,13.7
SA,Santo Amaro,17,10,12.0
VM,Vila Mariana,17,10,12.9
PA,Parelheiros ,17,10,9.7
AD,Cidade Ademar,17,10,12.0
MB,M Boi Mirim,18,10,0.1
CL,Campo Limpo,18,10,0.2
CS,Capela do Socorro,18,10,0.2
IP,Ipiranga,18,10,0.1
JA,Jabaquara,18,10,0.2
SA,Santo Amaro,18,10,0.2
VM,Vila Mariana,18,10,0.2
PA,Parelheiros ,18,10,3.8
AD,Cidade Ademar,18,10,0.7
MB,M Boi Mirim,19,10,0.3
CL,Campo Limpo,19,10,0.2
CS,Capela do Socorro,19,10,0.2
IP,Ipiranga,19,10,0.0
JA,Jabaquara,19,10,0.2
SA,Santo Amaro,19,10,0.2
VM,Vila Mariana,19,10,0.1
PA,Parelheiros ,19,10,3.0
AD,Cidade Ademar,19,10,0.1
MB,M Boi Mirim,20,10,0.0
CL,Campo Limpo,20,10,0.0
CS,Capela do Socorro,20,10,0.0
IP,Ipiranga,20,10,0.0
JA,Jabaquara,20,10,0.0
SA,Santo Amaro,20,10,0.0
VM,Vila Mariana,20,10,0.0
PA,Parelheiros ,20,10,0.0
AD,Cidade Ademar,20,10,0.0
MB,M Boi Mirim,21,10,0.0
CL,Campo Limpo,21,10,0.0
CS,Capela do Socorro,21,10,0.0
IP,Ipiranga,21,10,0.0
JA,Jabaquara,21,10,0.0
SA,Santo Amaro,21,10,0.0
VM,Vila Mariana,21,10,0.0
PA,Parelheiros ,21,10,0.0
