Cód. Bairros,Nome Bairros,Dia,Mês,Pluviometria
AD,Cidade Ademar,21,10,0.0
MB,M Boi Mirim,22,10,0.0
CL,Campo Limpo,22,10,0.0
CS,Capela do Socorro,22,10,0.0
IP,Ipiranga,22,10,0.0
JA,Jabaquara,22,10,0.0
SA,Santo Amaro,22,10,0.0
VM,Vila Mariana,22,10,0.0
PA,Parelheiros ,22,10,0.0
AD,Cidade Ademar,22,10,0.0
MB,M Boi Mirim,23,10,0.0
CL,Campo Limpo,23,10,0.0
CS,Capela do Socorro,23,10,0.0
IP,Ipiranga,23,10,0.0
JA,Jabaquara,23,10,0.0
SA,Santo Amaro,23,10,0.0
VM,Vila Mariana,23,10,0.0
PA,Parelheiros ,23,10,0.0
AD,Cidade Ademar,23,10,0.0
MB,M Boi Mirim,24,10,1.2000000000000002
CL,Campo Limpo,24,10,1.8
CS,Capela do Socorro,24,10,0.5
IP,Ipiranga,24,10,0.6
JA,Jabaquara,24,10,1.8
SA,Santo Amaro,24,10,1.4
VM,Vila Mariana,24,10,0.4
PA,Parelheiros ,24,10,2.8
AD,Cidade Ademar,24,10,1.4
MB,M Boi Mirim,25,10,0.1
CL,Campo Limpo,25,10,0.0
CS,Capela do Socorro,25,10,0.4
IP,Ipiranga,25,10,0.2
JA,Jabaquara,25,10,0.4
SA,Santo Amaro,25,10,0.2
VM,Vila Mariana,25,10,0.2
PA,Parelheiros ,25,10,1.9
AD,Cidade Ademar,25,10,0.3
MB,M Boi Mirim,26,10,3.8
CL,Campo Limpo,26,10,1.9
CS,Capela do Socorro,26,10,2.2
IP,Ipiranga,26,10,1.7
JA,Jabaquara,26,10,3.5
SA,Santo Amaro,26,10,1.7
VM,Vila Mariana,26,10,1.3
PA,Parelheiros ,26,10,3.6
AD,Cidade Ademar,26,10,2.5
MB,M Boi Mirim,27,10,2.0
CL,Campo Limpo,27,10,3.5
CS,Capela do Socorro,27,10,3.9
IP,Ipiranga,27,10,14.0
JA,Jabaquara,27,10,14.2
SA,Santo Amaro,27,10,9.3
VM,Vila Mariana,27,10,20.7
PA,Parelheiros ,27,10,2.2
AD,Cidade Ademar,27,10,11.4
MB,M Boi Mirim,28,10,4.9
CL,Campo Limpo,28,10,4.9
CS,Capela do Socorro,28,10,3.5
IP,Ipiranga,28,10,6.0
JA,Jabaquara,28,10,3.9
SA,Santo Amaro,28,10,3.8
VM,Vila Mariana,28,10,6.4
PA,Parelheiros ,28,10,3.8
AD,Cidade Ademar,28,10,3.9
MB,M Boi Mirim,29,10,7.0
CL,Campo Limpo,29,10,7.6
CS,Capela do Socorro,29,10,7.9
IP,Ipiranga,29,10,16.9
JA,Jabaquara,29,10,12.7
SA,Santo Amaro,29,10,9.6
VM,Vila Mariana,29,10,16.9
PA,Parelheiros ,29,10,17.0
AD,Cidade Ademar,29,10,10.6
MB,M Boi Mirim,30,10,0.4
CL,Campo Limpo,30,10,0.4
CS,Capela do Socorro,30,10,0.3
IP,Ipiranga,30,10,0.3
JA,Jabaquara,30,10,0.1
SA,Santo Amaro,30,10,0.2
VM,Vila Mariana,30,10,0.5
PA,Parelheiros ,30,10,0.1
AD,Cidade Ademar,30,10,0.2
MB,M Boi Mirim,31,10,8.799999999999999
CL,Campo Limpo,31,10,12.2
CS,Capela do Socorro,31,10,4.9
IP,Ipiranga,31,10,18.8
JA,Jabaquara,31,10,14.099999999999998
SA,Santo Amaro,31,10,10.9
VM,Vila Mariana,31,10,20.4
PA,Parelheiros ,31,10,4.4
AD,Cidade Ademar,31,10,5.8
MB,M Boi Mirim,1,11,1.4
CL,Campo Limpo,1,11,0.4
CS,Capela do Socorro,1,11,1.7
IP,Ipiranga,1,11,1.0
JA,Jabaquara,1,11,1.4
SA,Santo Amaro,1,11,1.5
VM,Vila Mariana,1,11,0.5
PA,Parelheiros ,1,11,4.500000000000001
AD,Cidade Ademar,1,11,2.0
MB,M Boi Mirim,2,11,0.3
CL,Campo Limpo,2,11,0.2
CS,Capela do Socorro,2,11,0.4
IP,Ipiranga,2,11,0.0
JA,Jabaquara,2,11,0.1
SA,Santo Amaro,2,11,0.1
VM,Vila Mariana,2,11,0.0
PA,Parelheiros ,2,11,1.4
AD,Cidade Ademar,2,11,0.3
MB,M Boi Mirim,3,11,15.4
CL,Campo Limpo,3,11,12.7
CS,Capela do Socorro,3,11,12.8
IP,Ipiranga,3,11,11.1
JA,Jabaquara,3,11,15.7
SA,Santo Amaro,3,11,16.1
VM,Vila Mariana,3,11,7.6
PA,Parelheiros ,3,11,16.1
AD,Cidade Ademar,3,11,13.5
MB,M Boi Mirim,4,11,0.9
CL,Campo Limpo,4,11,1.5
CS,Capela do Socorro,4,11,0.7
IP,Ipiranga,4,11,0.3
JA,Jabaquara,4,11,1.1
SA,Santo Amaro,4,11,1.1
VM,Vila Mariana,4,11,0.6
PA,Parelheiros ,4,11,0.1
AD,Cidade Ademar,4,11,1.9
MB,M Boi Mirim,5,11,0.0
CL,Campo Limpo,5,11,0.0
CS,Capela do Socorro,5,11,0.0
IP,Ipiranga,5,11,0.0
JA,Jabaquara,5,11,0.0
SA,Santo Amaro,5,11,0.0
VM,Vila Mariana,5,11,0.0
PA,Parelheiros ,5,11,0.0
AD,Cidade Ademar,5,11,0.0
MB,M Boi Mirim,6,11,0.0
CL,Campo Limpo,6,11,0.0
CS,Capela do Socorro,6,11,0.0
IP,Ipiranga,6,11,0.0
JA,Jabaquara,6,11,0.0
SA,Santo Amaro,6,11,0.0
VM,Vila Mariana,6,11,0.0
PA,Parelheiros ,6,11,0.0
AD,Cidade Ademar,6,11,0.0
MB,M Boi Mirim,7,11,0.0
CL,Campo Limpo,7,11,0.0
CS,Capela do Socorro,7,11,0.0
IP,Ipiranga,7,11,0.0
JA,Jabaquara,7,11,0.0
SA,Santo Amaro,7,11,0.0
VM,Vila Mariana,7,11,0.0
PA,Parelheiros ,7,11,0.0
AD,Cidade Ademar,7,11,0.0
MB,M Boi Mirim,8,11,0.0
CL,Campo Limpo,8,11,0.0
CS,Capela do Socorro,8,11,0.0
IP,Ipiranga,8,11,0.0
JA,Jabaquara,8,11,0.0
SA,Santo Amaro,8,11,0.0
VM,Vila Mariana,8,11,0.0
PA,Parelheiros ,8,11,0.0
AD,Cidade Ademar,8,11,0.0
MB,M Boi Mirim,9,11,0.0
CL,Campo Limpo,9,11,0.0
CS,Capela do Socorro,9,11,0.0
IP,Ipiranga,9,11,0.0
JA,Jabaquara,9,11,0.0
SA,Santo Amaro,9,11,0.0
VM,Vila Mariana,9,11,0.0
PA,Parelheiros ,9,11,0.8
AD,Cidade Ademar,9,11,0.0
MB,M Boi Mirim,10,11,0.0
CL,Campo Limpo,10,11,0.0
CS,Capela do Socorro,10,11,0.1
IP,Ipiranga,10,11,0.0
JA,Jabaquara,10,11,0.0
SA,Santo Amaro,10,11,0.0
VM,Vila Mariana,10,11,0.0
PA,Parelheiros ,10,11,0.8
AD,Cidade Ademar,10,11,0.0
MB,M Boi Mirim,11,11,0.0
CL,Campo Limpo,11,11,0.0
CS,Capela do Socorro,11,11,0.0
IP,Ipiranga,11,11,0.0
JA,Jabaquara,11,11,0.0
SA,Santo Amaro,11,11,0.0
VM,Vila Mariana,11,11,0.0
PA,Parelheiros ,11,11,0.0
AD,Cidade Ademar,11,11,0.0
MB,M Boi Mirim,12,11,0.0
CL,Campo Limpo,12,11,0.0
CS,Capela do Socorro,12,11,0.0
IP,Ipiranga,12,11,0.0
JA,Jabaquara,12,11,0.0
SA,Santo Amaro,12,11,0.0
VM,Vila Mariana,12,11,0.0
PA,Parelheiros ,12,11,0.0
AD,Cidade Ademar,12,11,0.0
MB,M Boi Mirim,13,11,0.0
CL,Campo Limpo,13,11,0.0
CS,Capela do Socorro,13,11,0.0
IP,Ipiranga,13,11,0.0
JA,Jabaquara,13,11,0.0
SA,Santo Amaro,13,11,0.0
VM,Vila Mariana,13,11,0.0
PA,Parelheiros ,13,11,0.3
AD,Cidade Ademar,13,11,0.0
MB,M Boi Mirim,14,11,0.1
CL,Campo Limpo,14,11,0.1
CS,Capela do Socorro,14,11,0.2
IP,Ipiranga,14,11,0.1
JA,Jabaquara,14,11,0.3
SA,Santo Amaro,14,11,0.1
VM,Vila Mariana,14,11,0.0
PA,Parelheiros ,14,11,1.2999999999999998
AD,Cidade Ademar,14,11,0.3
MB,M Boi Mirim,15,11,29.7
CL,Campo Limpo,15,11,32.4
CS,Capela do Socorro,15,11,17.0
IP,Ipiranga,15,11,43.4
JA,Jabaquara,15,11,37.8
SA,Santo Amaro,15,11,32.4
VM,Vila Mariana,15,11,37.5
PA,Parelheiros ,15,11,6.9
AD,Cidade Ademar,15,11,28.5
MB,M Boi Mirim,16,11,0.0
CL,Campo Limpo,16,11,0.3
CS,Capela do Socorro,16,11,0.1
IP,Ipiranga,16,11,0.0
JA,Jabaquara,16,11,0.0
SA,Santo Amaro,16,11,0.0
VM,Vila Mariana,16,11,0.0
PA,Parelheiros ,16,11,0.0
AD,Cidade Ademar,16,11,0.0
MB,M Boi Mirim,17,11,0.0
CL,Campo Limpo,17,11,0.0
CS,Capela do Socorro,17,11,0.0
IP,Ipiranga,17,11,0.0
JA,Jabaquara,17,11,0.0
SA,Santo Amaro,17,11,0.0
VM,Vila Mariana,17,11,0.0
PA,Parelheiros ,17,11,0.0
AD,Cidade Ademar,17,11,0.0
MB,M Boi Mirim,18,11,14.9
CL,Campo Limpo,18,11,13.8
CS,Capela do Socorro,18,11,8.6
IP,Ipiranga,18,11,3.2
JA,Jabaquara,18,11,11.6
SA,Santo Amaro,18,11,16.4
VM,Vila Mariana,18,11,4.1
PA,Parelheiros ,18,11,8.1
AD,Cidade Ademar,18,11,12.6
MB,M Boi Mirim,19,11,17.900000000000002
CL,Campo Limpo,19,11,22.3
CS,Capela do Socorro,19,11,19.8
IP,Ipiranga,19,11,27.300000000000004
JA,Jabaquara,19,11,30.5
SA,Santo Amaro,19,11,26.2
VM,Vila Mariana,19,11,21.4
PA,Parelheiros ,19,11,17.6
AD,Cidade Ademar,19,11,24.3
MB,M Boi Mirim,20,11,0.3
CL,Campo Limpo,20,11,0.1
CS,Capela do Socorro,20,11,0.2
IP,Ipiranga,20,11,0.0
JA,Jabaquara,20,11,0.0
SA,Santo Amaro,20,11,0.1
VM,Vila Mariana,20,11,0.0
PA,Parelheiros ,20,11,4.6000000000000005
AD,Cidade Ademar,20,11,0.1
MB,M Boi Mirim,21,11,0.1
CL,Campo Limpo,21,11,0.0
CS,Capela do Socorro,21,11,0.0
IP,Ipiranga,21,11,0.0
JA,Jabaquara,21,11,0.0
SA,Santo Amaro,21,11,0.0
VM,Vila Mariana,21,11,0.0
PA,Parelheiros ,21,11,0.1
AD,Cidade Ademar,21,11,0.0
MB,M Boi Mirim,22,11,0.2
CL,Campo Limpo,22,11,0.4
CS,Capela do Socorro,22,11,0.1
IP,Ipiranga,22,11,0.6
JA,Jabaquara,22,11,3.5
SA,Santo Amaro,22,11,0.6
VM,Vila Mariana,22,11,0.6
PA,Parelheiros ,22,11,1.1
AD,Cidade Ademar,22,11,1.4
MB,M Boi Mirim,23,11,7.7
CL,Campo Limpo,23,11,10.6
CS,Capela do Socorro,23,11,13.499999999999998
IP,Ipiranga,23,11,14.7
JA,Jabaquara,23,11,17.099999999999998
SA,Santo Amaro,23,11,16.3
VM,Vila Mariana,23,11,11.6
PA,Parelheiros ,23,11,30.2
AD,Cidade Ademar,23,11,15.1
MB,M Boi Mirim,24,11,0.5
CL,Campo Limpo,24,11,0.8
CS,Capela do Socorro,24,11,1.4
IP,Ipiranga,24,11,2.1
JA,Jabaquara,24,11,2.6
SA,Santo Amaro,24,11,2.0000000000000004
VM,Vila Mariana,24,11,1.7
PA,Parelheiros ,24,11,6.7
AD,Cidade Ademar,24,11,2.7
MB,M Boi Mirim,25,11,7.299999999999999
CL,Campo Limpo,25,11,6.0
CS,Capela do Socorro,25,11,6.399999999999999
IP,Ipiranga,25,11,5.6000000000000005
JA,Jabaquara,25,11,6.9
SA,Santo Amaro,25,11,6.300000000000001
VM,Vila Mariana,25,11,4.0
PA,Parelheiros ,25,11,5.9
AD,Cidade Ademar,25,11,6.999999999999999
MB,M Boi Mirim,26,11,0.0
CL,Campo Limpo,26,11,0.0
CS,Capela do Socorro,26,11,0.0
IP,Ipiranga,26,11,0.0
JA,Jabaquara,26,11,0.0
SA,Santo Amaro,26,11,0.0
VM,Vila Mariana,26,11,0.0
PA,Parelheiros ,26,11,0.0
AD,Cidade Ademar,26,11,0.0
MB,M Boi Mirim,27,11,7.4
CL,Campo Limpo,27,11,11.8
CS,Capela do Socorro,27,11,2.7
IP,Ipiranga,27,11,18.1
JA,Jabaquara,27,11,13.0
SA,Santo Amaro,27,11,9.6
VM,Vila Mariana,27,11,15.3
PA,Parelheiros ,27,11,0.5
AD,Cidade Ademar,27,11,5.0
MB,M Boi Mirim,28,11,17.5
CL,Campo Limpo,28,11,15.7
CS,Capela do Socorro,28,11,20.0
IP,Ipiranga,28,11,14.2
JA,Jabaquara,28,11,20.3
SA,Santo Amaro,28,11,19.0
VM,Vila Mariana,28,11,10.9
PA,Parelheiros ,28,11,20.5
AD,Cidade Ademar,28,11,18.8
MB,M Boi Mirim,29,11,24.200000000000003
CL,Campo Limpo,29,11,6.2
CS,Capela do Socorro,29,11,13.1
IP,Ipiranga,29,11,14.7
JA,Jabaquara,29,11,18.200000000000003
SA,Santo Amaro,29,11,15.7
VM,Vila Mariana,29,11,5.1000000000000005
PA,Parelheiros ,29,11,16.2
AD,Cidade Ademar,29,11,21.300000000000004
MB,M Boi Mirim,30,11,0.1
CL,Campo Limpo,30,11,0.1
CS,Capela do Socorro,30,11,0.4
IP,Ipiranga,30,11,0.1
JA,Jabaquara,30,11,0.0
SA,Santo Amaro,30,11,0.0
VM,Vila Mariana,30,11,0.0
PA,Parelheiros ,30,11,1.0
AD,Cidade Ademar,30,11,0.2
MB,M Boi Mirim,1,12,0.0
CL,Campo Limpo,1,12,0.0
CS,Capela do Socorro,1,12,0.0
IP,Ipiranga,1,12,0.0
JA,Jabaquara,1,12,0.0
SA,Santo Amaro,1,12,0.0
VM,Vila Mariana,1,12,0.0
PA,Parelheiros ,1,12,0.0
AD,Cidade Ademar,1,12,0.0
MB,M Boi Mirim,2,12,0.0
CL,Campo Limpo,2,12,0.0
CS,Capela do Socorro,2,12,0.0
IP,Ipiranga,2,12,0.0
JA,Jabaquara,2,12,0.0
SA,Santo Amaro,2,12,0.0
VM,Vila Mariana,2,12,0.0
PA,Parelheiros ,2,12,0.0
AD,Cidade Ademar,2,12,0.0
MB,M Boi Mirim,3,12,0.0
CL,Campo Limpo,3,12,0.0
CS,Capela do Socorro,3,12,0.0
IP,Ipiranga,3,12,0.0
JA,Jabaquara,3,12,0.0
SA,Santo Amaro,3,12,0.0
VM,Vila Mariana,3,12,0.0
PA,Parelheiros ,3,12,0.0
AD,Cidade Ademar,3,12,0.0
MB,M Boi Mirim,4,12,0.2
CL,Campo Limpo,4,12,0.2
CS,Capela do Socorro,4,12,0.5
IP,Ipiranga,4,12,1.4
JA,Jabaquara,4,12,1.7000000000000002
SA,Santo Amaro,4,12,0.6
VM,Vila Mariana,4,12,1.2
PA,Parelheiros ,4,12,0.8
AD,Cidade Ademar,4,12,1.4
MB,M Boi Mirim,5,12,0.0
CL,Campo Limpo,5,12,0.1
CS,Capela do Socorro,5,12,0.0
IP,Ipiranga,5,12,0.1
JA,Jabaquara,5,12,0.2
SA,Santo Amaro,5,12,0.0
VM,Vila Mariana,5,12,0.1
PA,Parelheiros ,5,12,0.0
AD,Cidade Ademar,5,12,0.1
MB,M Boi Mirim,6,12,0.0
CL,Campo Limpo,6,12,0.0
CS,Capela do Socorro,6,12,0.0
IP,Ipiranga,6,12,0.0
JA,Jabaquara,6,12,0.0
SA,Santo Amaro,6,12,0.0
VM,Vila Mariana,6,12,0.0
PA,Parelheiros ,6,12,0.3
AD,Cidade Ademar,6,12,0.0
MB,M Boi Mirim,7,12,1.3
CL,Campo Limpo,7,12,1.8
CS,Capela do Socorro,7,12,11.8
IP,Ipiranga,7,12,0.3
JA,Jabaquara,7,12,1.0
SA,Santo Amaro,7,12,2.2
VM,Vila Mariana,7,12,0.4
PA,Parelheiros ,7,12,16.0
AD,Cidade Ademar,7,12,4.7
MB,M Boi Mirim,8,12,2.3
CL,Campo Limpo,8,12,2.7
CS,Capela do Socorro,8,12,3.1
IP,Ipiranga,8,12,2.7
JA,Jabaquara,8,12,4.0
SA,Santo Amaro,8,12,4.4
VM,Vila Mariana,8,12,2.5
PA,Parelheiros ,8,12,7.199999999999999
AD,Cidade Ademar,8,12,4.3
MB,M Boi Mirim,9,12,0.3
CL,Campo Limpo,9,12,0.3
CS,Capela do Socorro,9,12,0.6
IP,Ipiranga,9,12,0.1
JA,Jabaquara,9,12,0.2
SA,Santo Amaro,9,12,0.2
VM,Vila Mariana,9,12,0.1
PA,Parelheiros ,9,12,3.3000000000000003
AD,Cidade Ademar,9,12,0.4
MB,M Boi Mirim,10,12,32.5
CL,Campo Limpo,10,12,28.7
CS,Capela do Socorro,10,12,34.3
IP,Ipiranga,10,12,34.2
JA,Jabaquara,10,12,41.1
SA,Santo Amaro,10,12,44.9
VM,Vila Mariana,10,12,24.6
PA,Parelheiros ,10,12,17.2
AD,Cidade Ademar,10,12,40.6
MB,M Boi Mirim,11,12,0.8
CL,Campo Limpo,11,12,0.3
CS,Capela do Socorro,11,12,4.2
IP,Ipiranga,11,12,0.4
JA,Jabaquara,11,12,0.5
SA,Santo Amaro,11,12,0.2
VM,Vila Mariana,11,12,0.1
PA,Parelheiros ,11,12,4.5
AD,Cidade Ademar,11,12,1.0
MB,M Boi Mirim,12,12,0.0
CL,Campo Limpo,12,12,0.0
CS,Capela do Socorro,12,12,0.0
IP,Ipiranga,12,12,0.0
JA,Jabaquara,12,12,0.0
SA,Santo Amaro,12,12,0.0
VM,Vila Mariana,12,12,0.0
PA,Parelheiros ,12,12,0.0
AD,Cidade Ademar,12,12,0.0
MB,M Boi Mirim,13,12,0.0
CL,Campo Limpo,13,12,0.0
CS,Capela do Socorro,13,12,0.0
IP,Ipiranga,13,12,0.0
JA,Jabaquara,13,12,0.0
SA,Santo Amaro,13,12,0.0
VM,Vila Mariana,13,12,0.0
PA,Parelheiros ,13,12,0.0
AD,Cidade Ademar,13,12,0.0
MB,M Boi Mirim,14,12,0.0
CL,Campo Limpo,14,12,0.0
CS,Capela do Socorro,14,12,0.0
IP,Ipiranga,14,12,0.0
JA,Jabaquara,14,12,0.0
SA,Santo Amaro,14,12,0.0
VM,Vila Mariana,14,12,0.0
PA,Parelheiros ,14,12,0.0
AD,Cidade Ademar,14,12,0.0
MB,M Boi Mirim,15,12,0.0
CL,Campo Limpo,15,12,0.0
CS,Capela do Socorro,15,12,0.0
IP,Ipiranga,15,12,0.0
JA,Jabaquara,15,12,0.0
SA,Santo Amaro,15,12,0.0
VM,Vila Mariana,15,12,0.0
PA,Parelheiros ,15,12,0.1
AD,Cidade Ademar,15,12,0.0
MB,M Boi Mirim,16,12,0.0
CL,Campo Limpo,16,12,0.0
CS,Capela do Socorro,16,12,0.0
IP,Ipiranga,16,12,0.0
JA,Jabaquara,16,12,0.0
SA,Santo Amaro,16,12,0.0
VM,Vila Mariana,16,12,0.0
PA,Parelheiros ,16,12,0.0
AD,Cidade Ademar,16,12,0.0
MB,M Boi Mirim,17,12,10.6
CL,Campo Limpo,17,12,7.5
CS,Capela do Socorro,17,12,1.3
IP,Ipiranga,17,12,0.0
JA,Jabaquara,17,12,0.0
SA,Santo Amaro,17,12,4.5
VM,Vila Mariana,17,12,0.5
PA,Parelheiros ,17,12,1.3
AD,Cidade Ademar,17,12,0.1
MB,M Boi Mirim,18,12,0.0
CL,Campo Limpo,18,12,0.0
CS,Capela do Socorro,18,12,0.0
IP,Ipiranga,18,12,0.0
JA,Jabaquara,18,12,0.0
SA,Santo Amaro,18,12,0.0
VM,Vila Mariana,18,12,0.0
PA,Parelheiros ,18,12,0.0
AD,Cidade Ademar,18,12,0.0
MB,M Boi Mirim,19,12,0.0
CL,Campo Limpo,19,12,0.0
CS,Capela do Socorro,19,12,0.0
IP,Ipiranga,19,12,0.0
JA,Jabaquara,19,12,0.0
SA,Santo Amaro,19,12,0.0
VM,Vila Mariana,19,12,0.0
PA,Parelheiros ,19,12,0.0
AD,Cidade Ademar,19,12,0.0
MB,M Boi Mirim,20,12,0.0
CL,Campo Limpo,20,12,0.0
CS,Capela do Socorro,20,12,0.0
IP,Ipiranga,20,12,0.0
JA,Jabaquara,20,12,0.0
SA,Santo Amaro,20,12,0.0
VM,Vila Mariana,20,12,0.0
PA,Parelheiros ,20,12,0.0
AD,Cidade Ademar,20,12,0.0
MB,M Boi Mirim,21,12,0.0
CL,Campo Limpo,21,12,0.0
CS,Capela do Socorro,21,12,0.0
IP,Ipiranga,21,12,0.0
JA,Jabaquara,21,12,0.0
SA,Santo Amaro,21,12,0.0
VM,Vila Mariana,21,12,0.0
PA,Parelheiros ,21,12,0.3
AD,Cidade Ademar,21,12,0.0
MB,M Boi Mirim,22,12,1.2
CL,Campo Limpo,22,12,0.7
CS,Capela do Socorro,22,12,1.4
IP,Ipiranga,22,12,13.8
JA,Jabaquara,22,12,7.5
SA,Santo Amaro,22,12,9.1
VM,Vila Mariana,22,12,10.0
PA,Parelheiros ,22,12,0.1
AD,Cidade Ademar,22,12,9.2
MB,M Boi Mirim,23,12,13.5
CL,Campo Limpo,23,12,15.4
CS,Capela do Socorro,23,12,21.200000000000003
IP,Ipiranga,23,12,42.1
JA,Jabaquara,23,12,47.5
SA,Santo Amaro,23,12,46.4
VM,Vila Mariana,23,12,24.6
PA,Parelheiros ,23,12,4.7
AD,Cidade Ademar,23,12,47.9
MB,M Boi Mirim,24,12,0.1
CL,Campo Limpo,24,12,0.0
CS,Capela do Socorro,24,12,0.2
IP,Ipiranga,24,12,0.0
JA,Jabaquara,24,12,0.1
SA,Santo Amaro,24,12,0.1
VM,Vila Mariana,24,12,0.0
PA,Parelheiros ,24,12,0.1
AD,Cidade Ademar,24,12,0.5
MB,M Boi Mirim,25,12,0.0
CL,Campo Limpo,25,12,0.0
CS,Capela do Socorro,25,12,0.2
IP,Ipiranga,25,12,0.1
JA,Jabaquara,25,12,0.2
SA,Santo Amaro,25,12,0.1
VM,Vila Mariana,25,12,0.1
PA,Parelheiros ,25,12,0.0
AD,Cidade Ademar,25,12,0.5
MB,M Boi Mirim,26,12,1.8
CL,Campo Limpo,26,12,1.1
CS,Capela do Socorro,26,12,0.5
IP,Ipiranga,26,12,0.0
JA,Jabaquara,26,12,0.2
SA,Santo Amaro,26,12,0.2
VM,Vila Mariana,26,12,0.1
PA,Parelheiros ,26,12,0.2
AD,Cidade Ademar,26,12,0.3
MB,M Boi Mirim,27,12,0.0
CL,Campo Limpo,27,12,0.0
CS,Capela do Socorro,27,12,0.0
IP,Ipiranga,27,12,0.0
JA,Jabaquara,27,12,0.0
SA,Santo Amaro,27,12,0.0
VM,Vila Mariana,27,12,0.0
PA,Parelheiros ,27,12,0.0
AD,Cidade Ademar,27,12,0.0
MB,M Boi Mirim,28,12,0.0
CL,Campo Limpo,28,12,0.0
CS,Capela do Socorro,28,12,0.0
IP,Ipiranga,28,12,0.0
JA,Jabaquara,28,12,0.0
SA,Santo Amaro,28,12,0.0
VM,Vila Mariana,28,12,0.0
PA,Parelheiros ,28,12,0.0
AD,Cidade Ademar,28,12,0.0
MB,M Boi Mirim,29,12,0.0
CL,Campo Limpo,29,12,0.0
CS,Capela do Socorro,29,12,0.0
IP,Ipiranga,29,12,0.0
JA,Jabaquara,29,12,0.0
SA,Santo Amaro,29,12,0.0
VM,Vila Mariana,29,12,0.0
PA,Parelheiros ,29,12,0.0
AD,Cidade Ademar,29,12,0.0
MB,M Boi Mirim,30,12,10.0
CL,Campo Limpo,30,12,5.1
CS,Capela do Socorro,30,12,9.5
IP,Ipiranga,30,12,6.199999999999999
JA,Jabaquara,30,12,10.6
SA,Santo Amaro,30,12,9.2
VM,Vila Mariana,30,12,4.7
PA,Parelheiros ,30,12,8.5
AD,Cidade Ademar,30,12,9.8
MB,M Boi Mirim,31,12,0.0
CL,Campo Limpo,31,12,0.0
CS,Capela do Socorro,31,12,0.0
IP,Ipiranga,31,12,0.0
JA,Jabaquara,31,12,0.0
SA,Santo Amaro,31,12,0.0
VM,Vila Mariana,31,12,0.0
PA,Parelheiros ,31,12,0.0
AD,Cidade Ademar,31,12,0.0
