Cod_Bairros,Nome_Bairros,Data,Pluviometria
SA,Santo Amaro,30-04-23,0.0
VM,Vila Mariana,30-04-23,0.0
PA,Parelheiros ,30-04-23,0.0
AD,Cidade Ademar,30-04-23,0.0
MB,M Boi Mirim,01-05-23,1.0
CL,Campo Limpo,01-05-23,0.2
CS,Capela do Socorro,01-05-23,0.0
IP,Ipiranga,01-05-23,0.0
JA,Jabaquara,01-05-23,0.0
SA,Santo Amaro,01-05-23,0.0
VM,Vila Mariana,01-05-23,0.0
PA,Parelheiros ,01-05-23,0.1
AD,Cidade Ademar,01-05-23,0.0
MB,M Boi Mirim,02-05-23,0.2
CL,Campo Limpo,02-05-23,1.8
CS,Capela do Socorro,02-05-23,0.2
IP,Ipiranga,02-05-23,0.0
JA,Jabaquara,02-05-23,0.0
SA,Santo Amaro,02-05-23,0.1
VM,Vila Mariana,02-05-23,0.1
PA,Parelheiros ,02-05-23,0.2
AD,Cidade Ademar,02-05-23,0.0
MB,M Boi Mirim,03-05-23,0.0
CL,Campo Limpo,03-05-23,0.0
CS,Capela do Socorro,03-05-23,0.0
IP,Ipiranga,03-05-23,0.0
JA,Jabaquara,03-05-23,0.0
SA,Santo Amaro,03-05-23,0.0
VM,Vila Mariana,03-05-23,0.0
PA,Parelheiros ,03-05-23,0.0
AD,Cidade Ademar,03-05-23,0.0
MB,M Boi Mirim,04-05-23,0.0
CL,Campo Limpo,04-05-23,0.0
CS,Capela do Socorro,04-05-23,0.0
IP,Ipiranga,04-05-23,0.0
JA,Jabaquara,04-05-23,0.0
SA,Santo Amaro,04-05-23,0.0
VM,Vila Mariana,04-05-23,0.0
PA,Parelheiros ,04-05-23,0.0
AD,Cidade Ademar,04-05-23,0.0
MB,M Boi Mirim,05-05-23,0.0
CL,Campo Limpo,05-05-23,0.0
CS,Capela do Socorro,05-05-23,0.0
IP,Ipiranga,05-05-23,0.0
JA,Jabaquara,05-05-23,0.0
SA,Santo Amaro,05-05-23,0.0
VM,Vila Mariana,05-05-23,0.0
PA,Parelheiros ,05-05-23,0.0
AD,Cidade Ademar,05-05-23,0.0
MB,M Boi Mirim,06-05-23,0.0
CL,Campo Limpo,06-05-23,0.0
CS,Capela do Socorro,06-05-23,0.0
IP,Ipiranga,06-05-23,0.0
JA,Jabaquara,06-05-23,0.0
SA,Santo Amaro,06-05-23,0.0
VM,Vila Mariana,06-05-23,0.0
PA,Parelheiros ,06-05-23,0.0
AD,Cidade Ademar,06-05-23,0.0
MB,M Boi Mirim,07-05-23,0.0
CL,Campo Limpo,07-05-23,0.0
CS,Capela do Socorro,07-05-23,0.0
IP,Ipiranga,07-05-23,0.0
JA,Jabaquara,07-05-23,0.0
SA,Santo Amaro,07-05-23,0.0
VM,Vila Mariana,07-05-23,0.0
PA,Parelheiros ,07-05-23,0.0
AD,Cidade Ademar,07-05-23,0.0
MB,M Boi Mirim,08-05-23,0.0
CL,Campo Limpo,08-05-23,0.0
CS,Capela do Socorro,08-05-23,0.0
IP,Ipiranga,08-05-23,0.0
JA,Jabaquara,08-05-23,0.0
SA,Santo Amaro,08-05-23,0.0
VM,Vila Mariana,08-05-23,0.0
PA,Parelheiros ,08-05-23,0.0
AD,Cidade Ademar,08-05-23,0.0
MB,M Boi Mirim,09-05-23,1.2
CL,Campo Limpo,09-05-23,0.7
CS,Capela do Socorro,09-05-23,3.0
IP,Ipiranga,09-05-23,0.1
JA,Jabaquara,09-05-23,0.5
SA,Santo Amaro,09-05-23,1.0
VM,Vila Mariana,09-05-23,0.0
PA,Parelheiros ,09-05-23,14.4
AD,Cidade Ademar,09-05-23,2.1
MB,M Boi Mirim,10-05-23,1.3
CL,Campo Limpo,10-05-23,2.1
CS,Capela do Socorro,10-05-23,0.7999999999999999
IP,Ipiranga,10-05-23,9.3
JA,Jabaquara,10-05-23,2.7
SA,Santo Amaro,10-05-23,1.6
VM,Vila Mariana,10-05-23,8.0
PA,Parelheiros ,10-05-23,7.6
AD,Cidade Ademar,10-05-23,1.7
MB,M Boi Mirim,11-05-23,0.0
CL,Campo Limpo,11-05-23,0.0
CS,Capela do Socorro,11-05-23,0.0
IP,Ipiranga,11-05-23,0.0
JA,Jabaquara,11-05-23,0.0
SA,Santo Amaro,11-05-23,0.0
VM,Vila Mariana,11-05-23,0.0
PA,Parelheiros ,11-05-23,0.0
AD,Cidade Ademar,11-05-23,0.0
MB,M Boi Mirim,12-05-23,0.1
CL,Campo Limpo,12-05-23,0.0
CS,Capela do Socorro,12-05-23,0.5
IP,Ipiranga,12-05-23,0.6
JA,Jabaquara,12-05-23,0.5
SA,Santo Amaro,12-05-23,0.0
VM,Vila Mariana,12-05-23,0.1
PA,Parelheiros ,12-05-23,3.3
AD,Cidade Ademar,12-05-23,0.6
MB,M Boi Mirim,13-05-23,0.1
CL,Campo Limpo,13-05-23,0.0
CS,Capela do Socorro,13-05-23,0.1
IP,Ipiranga,13-05-23,0.3
JA,Jabaquara,13-05-23,0.3
SA,Santo Amaro,13-05-23,0.0
VM,Vila Mariana,13-05-23,0.2
PA,Parelheiros ,13-05-23,1.1
AD,Cidade Ademar,13-05-23,0.4
MB,M Boi Mirim,14-05-23,0.0
CL,Campo Limpo,14-05-23,0.0
CS,Capela do Socorro,14-05-23,0.0
IP,Ipiranga,14-05-23,0.0
JA,Jabaquara,14-05-23,0.0
SA,Santo Amaro,14-05-23,0.0
VM,Vila Mariana,14-05-23,0.0
PA,Parelheiros ,14-05-23,0.0
AD,Cidade Ademar,14-05-23,0.0
MB,M Boi Mirim,15-05-23,0.0
CL,Campo Limpo,15-05-23,0.0
CS,Capela do Socorro,15-05-23,0.0
IP,Ipiranga,15-05-23,0.0
JA,Jabaquara,15-05-23,0.0
SA,Santo Amaro,15-05-23,0.0
VM,Vila Mariana,15-05-23,0.0
PA,Parelheiros ,15-05-23,0.0
AD,Cidade Ademar,15-05-23,0.0
MB,M Boi Mirim,16-05-23,0.0
CL,Campo Limpo,16-05-23,0.0
CS,Capela do Socorro,16-05-23,0.0
IP,Ipiranga,16-05-23,0.0
JA,Jabaquara,16-05-23,0.0
SA,Santo Amaro,16-05-23,0.0
VM,Vila Mariana,16-05-23,0.0
PA,Parelheiros ,16-05-23,0.0
AD,Cidade Ademar,16-05-23,0.0
MB,M Boi Mirim,17-05-23,0.0
CL,Campo Limpo,17-05-23,0.0
CS,Capela do Socorro,17-05-23,0.0
IP,Ipiranga,17-05-23,0.0
JA,Jabaquara,17-05-23,0.0
SA,Santo Amaro,17-05-23,0.0
VM,Vila Mariana,17-05-23,0.0
PA,Parelheiros ,17-05-23,0.0
AD,Cidade Ademar,17-05-23,0.0
MB,M Boi Mirim,18-05-23,0.0
CL,Campo Limpo,18-05-23,0.0
CS,Capela do Socorro,18-05-23,0.0
IP,Ipiranga,18-05-23,0.0
JA,Jabaquara,18-05-23,0.0
SA,Santo Amaro,18-05-23,0.0
VM,Vila Mariana,18-05-23,0.0
PA,Parelheiros ,18-05-23,0.0
AD,Cidade Ademar,18-05-23,0.0
MB,M Boi Mirim,19-05-23,0.0
CL,Campo Limpo,19-05-23,0.0
CS,Capela do Socorro,19-05-23,0.0
IP,Ipiranga,19-05-23,0.0
JA,Jabaquara,19-05-23,0.0
SA,Santo Amaro,19-05-23,0.0
VM,Vila Mariana,19-05-23,0.0
PA,Parelheiros ,19-05-23,0.0
AD,Cidade Ademar,19-05-23,0.0
MB,M Boi Mirim,20-05-23,0.0
CL,Campo Limpo,20-05-23,0.0
CS,Capela do Socorro,20-05-23,0.0
IP,Ipiranga,20-05-23,0.0
JA,Jabaquara,20-05-23,0.0
SA,Santo Amaro,20-05-23,0.0
VM,Vila Mariana,20-05-23,0.0
PA,Parelheiros ,20-05-23,0.0
AD,Cidade Ademar,20-05-23,0.0
MB,M Boi Mirim,21-05-23,0.0
CL,Campo Limpo,21-05-23,0.0
CS,Capela do Socorro,21-05-23,0.0
IP,Ipiranga,21-05-23,0.0
JA,Jabaquara,21-05-23,0.0
SA,Santo Amaro,21-05-23,0.0
VM,Vila Mariana,21-05-23,0.0
PA,Parelheiros ,21-05-23,0.0
AD,Cidade Ademar,21-05-23,0.0
MB,M Boi Mirim,22-05-23,0.0
CL,Campo Limpo,22-05-23,0.0
CS,Capela do Socorro,22-05-23,0.0
IP,Ipiranga,22-05-23,0.0
JA,Jabaquara,22-05-23,0.0
SA,Santo Amaro,22-05-23,0.0
VM,Vila Mariana,22-05-23,0.0
PA,Parelheiros ,22-05-23,0.0
AD,Cidade Ademar,22-05-23,0.0
MB,M Boi Mirim,23-05-23,0.0
CL,Campo Limpo,23-05-23,0.0
CS,Capela do Socorro,23-05-23,0.0
IP,Ipiranga,23-05-23,0.0
JA,Jabaquara,23-05-23,0.0
SA,Santo Amaro,23-05-23,0.0
VM,Vila Mariana,23-05-23,0.0
PA,Parelheiros ,23-05-23,0.0
AD,Cidade Ademar,23-05-23,0.0
MB,M Boi Mirim,24-05-23,0.0
CL,Campo Limpo,24-05-23,0.0
CS,Capela do Socorro,24-05-23,0.0
IP,Ipiranga,24-05-23,0.0
JA,Jabaquara,24-05-23,0.0
SA,Santo Amaro,24-05-23,0.0
VM,Vila Mariana,24-05-23,0.0
PA,Parelheiros ,24-05-23,0.0
AD,Cidade Ademar,24-05-23,0.0
MB,M Boi Mirim,25-05-23,0.0
CL,Campo Limpo,25-05-23,0.0
CS,Capela do Socorro,25-05-23,0.0
IP,Ipiranga,25-05-23,0.0
JA,Jabaquara,25-05-23,0.0
SA,Santo Amaro,25-05-23,0.0
VM,Vila Mariana,25-05-23,0.0
PA,Parelheiros ,25-05-23,0.0
AD,Cidade Ademar,25-05-23,0.0
MB,M Boi Mirim,26-05-23,0.0
CL,Campo Limpo,26-05-23,0.0
CS,Capela do Socorro,26-05-23,0.0
IP,Ipiranga,26-05-23,0.0
JA,Jabaquara,26-05-23,0.0
SA,Santo Amaro,26-05-23,0.0
VM,Vila Mariana,26-05-23,0.0
PA,Parelheiros ,26-05-23,0.0
AD,Cidade Ademar,26-05-23,0.0
MB,M Boi Mirim,27-05-23,0.0
CL,Campo Limpo,27-05-23,0.0
CS,Capela do Socorro,27-05-23,0.0
IP,Ipiranga,27-05-23,0.0
JA,Jabaquara,27-05-23,0.0
SA,Santo Amaro,27-05-23,0.0
VM,Vila Mariana,27-05-23,0.0
PA,Parelheiros ,27-05-23,0.0
AD,Cidade Ademar,27-05-23,0.0
MB,M Boi Mirim,28-05-23,3.1
CL,Campo Limpo,28-05-23,4.5
CS,Capela do Socorro,28-05-23,2.8
IP,Ipiranga,28-05-23,2.9
JA,Jabaquara,28-05-23,3.3000000000000003
SA,Santo Amaro,28-05-23,3.1
VM,Vila Mariana,28-05-23,3.8
PA,Parelheiros ,28-05-23,7.9
AD,Cidade Ademar,28-05-23,2.6
MB,M Boi Mirim,29-05-23,0.7
CL,Campo Limpo,29-05-23,0.6000000000000001
CS,Capela do Socorro,29-05-23,1.2
IP,Ipiranga,29-05-23,0.2
JA,Jabaquara,29-05-23,0.7
SA,Santo Amaro,29-05-23,1.0
VM,Vila Mariana,29-05-23,0.2
PA,Parelheiros ,29-05-23,6.8
AD,Cidade Ademar,29-05-23,1.3
MB,M Boi Mirim,30-05-23,0.4
CL,Campo Limpo,30-05-23,0.4
CS,Capela do Socorro,30-05-23,0.5
IP,Ipiranga,30-05-23,0.1
JA,Jabaquara,30-05-23,0.1
SA,Santo Amaro,30-05-23,0.2
VM,Vila Mariana,30-05-23,0.2
PA,Parelheiros ,30-05-23,1.9
AD,Cidade Ademar,30-05-23,0.3
MB,M Boi Mirim,31-05-23,36.4
CL,Campo Limpo,31-05-23,33.8
CS,Capela do Socorro,31-05-23,28.6
IP,Ipiranga,31-05-23,28.0
JA,Jabaquara,31-05-23,28.7
SA,Santo Amaro,31-05-23,27.9
VM,Vila Mariana,31-05-23,28.2
PA,Parelheiros ,31-05-23,26.9
AD,Cidade Ademar,31-05-23,33.2
MB,M Boi Mirim,01-06-23,0.1
CL,Campo Limpo,01-06-23,0.4
CS,Capela do Socorro,01-06-23,0.8
IP,Ipiranga,01-06-23,0.6
JA,Jabaquara,01-06-23,0.8
SA,Santo Amaro,01-06-23,0.7
VM,Vila Mariana,01-06-23,0.6
PA,Parelheiros ,01-06-23,1.6
AD,Cidade Ademar,01-06-23,0.9
MB,M Boi Mirim,02-06-23,0.0
CL,Campo Limpo,02-06-23,0.0
CS,Capela do Socorro,02-06-23,0.0
IP,Ipiranga,02-06-23,0.0
JA,Jabaquara,02-06-23,0.0
SA,Santo Amaro,02-06-23,0.0
VM,Vila Mariana,02-06-23,0.0
PA,Parelheiros ,02-06-23,0.0
AD,Cidade Ademar,02-06-23,0.0
MB,M Boi Mirim,03-06-23,0.0
CL,Campo Limpo,03-06-23,0.0
CS,Capela do Socorro,03-06-23,0.0
IP,Ipiranga,03-06-23,0.0
JA,Jabaquara,03-06-23,0.0
SA,Santo Amaro,03-06-23,0.0
VM,Vila Mariana,03-06-23,0.0
PA,Parelheiros ,03-06-23,0.0
AD,Cidade Ademar,03-06-23,0.0
MB,M Boi Mirim,04-06-23,0.0
CL,Campo Limpo,04-06-23,0.0
CS,Capela do Socorro,04-06-23,0.0
IP,Ipiranga,04-06-23,0.0
JA,Jabaquara,04-06-23,0.0
SA,Santo Amaro,04-06-23,0.0
VM,Vila Mariana,04-06-23,0.0
PA,Parelheiros ,04-06-23,0.0
AD,Cidade Ademar,04-06-23,0.0
MB,M Boi Mirim,05-06-23,0.0
CL,Campo Limpo,05-06-23,0.0
CS,Capela do Socorro,05-06-23,0.0
IP,Ipiranga,05-06-23,0.0
JA,Jabaquara,05-06-23,0.0
SA,Santo Amaro,05-06-23,0.0
VM,Vila Mariana,05-06-23,0.0
PA,Parelheiros ,05-06-23,0.0
AD,Cidade Ademar,05-06-23,0.0
MB,M Boi Mirim,06-06-23,0.0
CL,Campo Limpo,06-06-23,0.0
CS,Capela do Socorro,06-06-23,0.0
IP,Ipiranga,06-06-23,0.0
JA,Jabaquara,06-06-23,0.0
SA,Santo Amaro,06-06-23,0.0
VM,Vila Mariana,06-06-23,0.0
PA,Parelheiros ,06-06-23,0.0
AD,Cidade Ademar,06-06-23,0.0
MB,M Boi Mirim,07-06-23,0.0
CL,Campo Limpo,07-06-23,0.0
CS,Capela do Socorro,07-06-23,0.0
IP,Ipiranga,07-06-23,0.0
JA,Jabaquara,07-06-23,0.0
SA,Santo Amaro,07-06-23,0.0
VM,Vila Mariana,07-06-23,0.0
PA,Parelheiros ,07-06-23,0.0
AD,Cidade Ademar,07-06-23,0.0
MB,M Boi Mirim,08-06-23,0.0
CL,Campo Limpo,08-06-23,0.0
CS,Capela do Socorro,08-06-23,0.0
IP,Ipiranga,08-06-23,0.0
JA,Jabaquara,08-06-23,0.0
SA,Santo Amaro,08-06-23,0.0
VM,Vila Mariana,08-06-23,0.0
PA,Parelheiros ,08-06-23,0.0
AD,Cidade Ademar,08-06-23,0.0
MB,M Boi Mirim,09-06-23,0.0
CL,Campo Limpo,09-06-23,0.0
CS,Capela do Socorro,09-06-23,0.0
IP,Ipiranga,09-06-23,0.0
JA,Jabaquara,09-06-23,0.0
SA,Santo Amaro,09-06-23,0.0
VM,Vila Mariana,09-06-23,0.0
PA,Parelheiros ,09-06-23,0.0
AD,Cidade Ademar,09-06-23,0.0
MB,M Boi Mirim,10-06-23,0.0
CL,Campo Limpo,10-06-23,0.0
CS,Capela do Socorro,10-06-23,0.0
IP,Ipiranga,10-06-23,0.0
JA,Jabaquara,10-06-23,0.0
SA,Santo Amaro,10-06-23,0.0
VM,Vila Mariana,10-06-23,0.0
PA,Parelheiros ,10-06-23,0.0
AD,Cidade Ademar,10-06-23,0.0
MB,M Boi Mirim,11-06-23,0.0
CL,Campo Limpo,11-06-23,0.0
CS,Capela do Socorro,11-06-23,0.0
IP,Ipiranga,11-06-23,0.0
JA,Jabaquara,11-06-23,0.0
SA,Santo Amaro,11-06-23,0.0
VM,Vila Mariana,11-06-23,0.0
PA,Parelheiros ,11-06-23,0.0
AD,Cidade Ademar,11-06-23,0.0
MB,M Boi Mirim,12-06-23,0.0
CL,Campo Limpo,12-06-23,0.0
CS,Capela do Socorro,12-06-23,0.0
IP,Ipiranga,12-06-23,0.0
JA,Jabaquara,12-06-23,0.0
SA,Santo Amaro,12-06-23,0.0
VM,Vila Mariana,12-06-23,0.0
PA,Parelheiros ,12-06-23,0.0
AD,Cidade Ademar,12-06-23,0.0
MB,M Boi Mirim,13-06-23,0.9
CL,Campo Limpo,13-06-23,0.6
CS,Capela do Socorro,13-06-23,0.8
IP,Ipiranga,13-06-23,0.2
JA,Jabaquara,13-06-23,0.7999999999999999
SA,Santo Amaro,13-06-23,0.2
VM,Vila Mariana,13-06-23,0.1
PA,Parelheiros ,13-06-23,9.1
AD,Cidade Ademar,13-06-23,0.3
MB,M Boi Mirim,14-06-23,13.3
CL,Campo Limpo,14-06-23,14.0
CS,Capela do Socorro,14-06-23,11.400000000000002
IP,Ipiranga,14-06-23,12.7
JA,Jabaquara,14-06-23,11.900000000000002
SA,Santo Amaro,14-06-23,11.0
VM,Vila Mariana,14-06-23,13.4
PA,Parelheiros ,14-06-23,13.2
AD,Cidade Ademar,14-06-23,12.9
MB,M Boi Mirim,15-06-23,10.0
CL,Campo Limpo,15-06-23,9.8
CS,Capela do Socorro,15-06-23,8.2
IP,Ipiranga,15-06-23,6.8
JA,Jabaquara,15-06-23,7.1
SA,Santo Amaro,15-06-23,7.4
VM,Vila Mariana,15-06-23,7.6
PA,Parelheiros ,15-06-23,9.8
AD,Cidade Ademar,15-06-23,8.200000000000001
MB,M Boi Mirim,16-06-23,0.2
CL,Campo Limpo,16-06-23,0.2
CS,Capela do Socorro,16-06-23,0.1
IP,Ipiranga,16-06-23,0.3
JA,Jabaquara,16-06-23,0.1
SA,Santo Amaro,16-06-23,0.1
VM,Vila Mariana,16-06-23,0.4
PA,Parelheiros ,16-06-23,0.1
AD,Cidade Ademar,16-06-23,0.2
MB,M Boi Mirim,17-06-23,0.0
CL,Campo Limpo,17-06-23,0.0
CS,Capela do Socorro,17-06-23,0.0
IP,Ipiranga,17-06-23,0.0
JA,Jabaquara,17-06-23,0.0
SA,Santo Amaro,17-06-23,0.0
VM,Vila Mariana,17-06-23,0.0
PA,Parelheiros ,17-06-23,0.0
AD,Cidade Ademar,17-06-23,0.0
MB,M Boi Mirim,18-06-23,0.0
CL,Campo Limpo,18-06-23,0.0
CS,Capela do Socorro,18-06-23,0.0
IP,Ipiranga,18-06-23,0.0
JA,Jabaquara,18-06-23,0.0
SA,Santo Amaro,18-06-23,0.0
VM,Vila Mariana,18-06-23,0.0
PA,Parelheiros ,18-06-23,0.0
AD,Cidade Ademar,18-06-23,0.0
MB,M Boi Mirim,19-06-23,0.0
CL,Campo Limpo,19-06-23,0.0
CS,Capela do Socorro,19-06-23,0.0
IP,Ipiranga,19-06-23,0.0
JA,Jabaquara,19-06-23,0.0
SA,Santo Amaro,19-06-23,0.0
VM,Vila Mariana,19-06-23,0.0
PA,Parelheiros ,19-06-23,0.0
AD,Cidade Ademar,19-06-23,0.0
MB,M Boi Mirim,20-06-23,0.0
CL,Campo Limpo,20-06-23,0.0
CS,Capela do Socorro,20-06-23,0.0
IP,Ipiranga,20-06-23,0.0
JA,Jabaquara,20-06-23,0.0
SA,Santo Amaro,20-06-23,0.0
VM,Vila Mariana,20-06-23,0.0
PA,Parelheiros ,20-06-23,0.0
AD,Cidade Ademar,20-06-23,0.0
MB,M Boi Mirim,21-06-23,0.0
CL,Campo Limpo,21-06-23,0.0
CS,Capela do Socorro,21-06-23,0.0
IP,Ipiranga,21-06-23,0.0
JA,Jabaquara,21-06-23,0.0
SA,Santo Amaro,21-06-23,0.0
VM,Vila Mariana,21-06-23,0.0
PA,Parelheiros ,21-06-23,0.0
AD,Cidade Ademar,21-06-23,0.0
MB,M Boi Mirim,22-06-23,0.0
CL,Campo Limpo,22-06-23,0.0
CS,Capela do Socorro,22-06-23,0.0
IP,Ipiranga,22-06-23,0.0
JA,Jabaquara,22-06-23,0.0
SA,Santo Amaro,22-06-23,0.0
VM,Vila Mariana,22-06-23,0.0
PA,Parelheiros ,22-06-23,0.0
AD,Cidade Ademar,22-06-23,0.0
MB,M Boi Mirim,23-06-23,0.0
CL,Campo Limpo,23-06-23,0.0
CS,Capela do Socorro,23-06-23,0.0
IP,Ipiranga,23-06-23,0.0
JA,Jabaquara,23-06-23,0.0
SA,Santo Amaro,23-06-23,0.0
VM,Vila Mariana,23-06-23,0.0
PA,Parelheiros ,23-06-23,0.0
AD,Cidade Ademar,23-06-23,0.0
MB,M Boi Mirim,24-06-23,0.0
CL,Campo Limpo,24-06-23,0.0
CS,Capela do Socorro,24-06-23,0.0
IP,Ipiranga,24-06-23,0.0
JA,Jabaquara,24-06-23,0.0
SA,Santo Amaro,24-06-23,0.0
VM,Vila Mariana,24-06-23,0.0
PA,Parelheiros ,24-06-23,0.0
AD,Cidade Ademar,24-06-23,0.0
MB,M Boi Mirim,25-06-23,0.0
CL,Campo Limpo,25-06-23,0.0
CS,Capela do Socorro,25-06-23,0.0
IP,Ipiranga,25-06-23,0.0
JA,Jabaquara,25-06-23,0.0
SA,Santo Amaro,25-06-23,0.0
VM,Vila Mariana,25-06-23,0.0
PA,Parelheiros ,25-06-23,0.0
AD,Cidade Ademar,25-06-23,0.0
MB,M Boi Mirim,26-06-23,0.0
CL,Campo Limpo,26-06-23,0.0
CS,Capela do Socorro,26-06-23,0.0
IP,Ipiranga,26-06-23,0.0
JA,Jabaquara,26-06-23,0.0
SA,Santo Amaro,26-06-23,0.0
VM,Vila Mariana,26-06-23,0.0
PA,Parelheiros ,26-06-23,0.0
AD,Cidade Ademar,26-06-23,0.0
MB,M Boi Mirim,27-06-23,0.0
CL,Campo Limpo,27-06-23,0.0
CS,Capela do Socorro,27-06-23,0.0
IP,Ipiranga,27-06-23,0.0
JA,Jabaquara,27-06-23,0.0
SA,Santo Amaro,27-06-23,0.0
VM,Vila Mariana,27-06-23,0.0
PA,Parelheiros ,27-06-23,0.0
AD,Cidade Ademar,27-06-23,0.0
MB,M Boi Mirim,28-06-23,0.0
CL,Campo Limpo,28-06-23,0.0
CS,Capela do Socorro,28-06-23,0.0
IP,Ipiranga,28-06-23,0.0
JA,Jabaquara,28-06-23,0.0
SA,Santo Amaro,28-06-23,0.0
VM,Vila Mariana,28-06-23,0.0
PA,Parelheiros ,28-06-23,0.0
AD,Cidade Ademar,28-06-23,0.0
MB,M Boi Mirim,29-06-23,3.5
CL,Campo Limpo,29-06-23,2.5
CS,Capela do Socorro,29-06-23,4.4
IP,Ipiranga,29-06-23,2.4
JA,Jabaquara,29-06-23,2.3
SA,Santo Amaro,29-06-23,2.2
VM,Vila Mariana,29-06-23,3.0
PA,Parelheiros ,29-06-23,11.9
AD,Cidade Ademar,29-06-23,3.3000000000000003
MB,M Boi Mirim,30-06-23,0.2
CL,Campo Limpo,30-06-23,0.4
CS,Capela do Socorro,30-06-23,0.5
IP,Ipiranga,30-06-23,0.3
JA,Jabaquara,30-06-23,0.3
SA,Santo Amaro,30-06-23,0.2
VM,Vila Mariana,30-06-23,0.4
PA,Parelheiros ,30-06-23,2.1
AD,Cidade Ademar,30-06-23,0.3
MB,M Boi Mirim,01-07-23,0.0
CL,Campo Limpo,01-07-23,0.0
CS,Capela do Socorro,01-07-23,0.0
IP,Ipiranga,01-07-23,0.0
JA,Jabaquara,01-07-23,0.0
