Cod_Bairros,Nome_Bairros,Data,Pluviometria
CL,Campo Limpo,01-09-23,0.0
CS,Capela do Socorro,01-09-23,0.0
IP,Ipiranga,01-09-23,0.0
JA,Jabaquara,01-09-23,0.0
SA,Santo Amaro,01-09-23,0.0
VM,Vila Mariana,01-09-23,0.0
PA,Parelheiros ,01-09-23,0.0
AD,Cidade Ademar,01-09-23,0.0
MB,M Boi Mirim,02-09-23,20.5
CL,Campo Limpo,02-09-23,22.5
CS,Capela do Socorro,02-09-23,17.7
IP,Ipiranga,02-09-23,14.4
JA,Jabaquara,02-09-23,21.3
SA,Santo Amaro,02-09-23,21.9
VM,Vila Mariana,02-09-23,16.599999999999998
PA,Parelheiros ,02-09-23,21.7
AD,Cidade Ademar,02-09-23,20.6
MB,M Boi Mirim,03-09-23,4.5
CL,Campo Limpo,03-09-23,6.4
CS,Capela do Socorro,03-09-23,2.8000000000000003
IP,Ipiranga,03-09-23,7.1
JA,Jabaquara,03-09-23,6.0
SA,Santo Amaro,03-09-23,5.3
VM,Vila Mariana,03-09-23,7.4
PA,Parelheiros ,03-09-23,0.9
AD,Cidade Ademar,03-09-23,4.5
MB,M Boi Mirim,04-09-23,0.0
CL,Campo Limpo,04-09-23,0.0
CS,Capela do Socorro,04-09-23,0.0
IP,Ipiranga,04-09-23,0.0
JA,Jabaquara,04-09-23,0.0
SA,Santo Amaro,04-09-23,0.0
VM,Vila Mariana,04-09-23,0.0
PA,Parelheiros ,04-09-23,0.0
AD,Cidade Ademar,04-09-23,0.0
MB,M Boi Mirim,05-09-23,0.4
CL,Campo Limpo,05-09-23,0.7
CS,Capela do Socorro,05-09-23,0.5
IP,Ipiranga,05-09-23,0.2
JA,Jabaquara,05-09-23,0.7000000000000001
SA,Santo Amaro,05-09-23,0.6
VM,Vila Mariana,05-09-23,0.0
PA,Parelheiros ,05-09-23,2.5
AD,Cidade Ademar,05-09-23,0.7999999999999999
MB,M Boi Mirim,06-09-23,0.3
CL,Campo Limpo,06-09-23,0.2
CS,Capela do Socorro,06-09-23,0.7000000000000001
IP,Ipiranga,06-09-23,0.0
JA,Jabaquara,06-09-23,0.1
SA,Santo Amaro,06-09-23,0.1
VM,Vila Mariana,06-09-23,0.0
PA,Parelheiros ,06-09-23,6.6
AD,Cidade Ademar,06-09-23,0.1
MB,M Boi Mirim,07-09-23,0.0
CL,Campo Limpo,07-09-23,0.0
CS,Capela do Socorro,07-09-23,0.0
IP,Ipiranga,07-09-23,0.0
JA,Jabaquara,07-09-23,0.0
SA,Santo Amaro,07-09-23,0.0
VM,Vila Mariana,07-09-23,0.0
PA,Parelheiros ,07-09-23,0.0
AD,Cidade Ademar,07-09-23,0.0
MB,M Boi Mirim,08-09-23,0.0
CL,Campo Limpo,08-09-23,0.0
CS,Capela do Socorro,08-09-23,0.0
IP,Ipiranga,08-09-23,0.0
JA,Jabaquara,08-09-23,0.0
SA,Santo Amaro,08-09-23,0.0
VM,Vila Mariana,08-09-23,0.0
PA,Parelheiros ,08-09-23,0.0
AD,Cidade Ademar,08-09-23,0.0
MB,M Boi Mirim,09-09-23,0.0
CL,Campo Limpo,09-09-23,0.0
CS,Capela do Socorro,09-09-23,0.0
IP,Ipiranga,09-09-23,0.0
JA,Jabaquara,09-09-23,0.0
SA,Santo Amaro,09-09-23,0.0
VM,Vila Mariana,09-09-23,0.0
PA,Parelheiros ,09-09-23,0.0
AD,Cidade Ademar,09-09-23,0.0
MB,M Boi Mirim,10-09-23,0.0
CL,Campo Limpo,10-09-23,0.0
CS,Capela do Socorro,10-09-23,0.0
IP,Ipiranga,10-09-23,0.0
JA,Jabaquara,10-09-23,0.0
SA,Santo Amaro,10-09-23,0.0
VM,Vila Mariana,10-09-23,0.0
PA,Parelheiros ,10-09-23,0.0
AD,Cidade Ademar,10-09-23,0.0
MB,M Boi Mirim,11-09-23,0.0
CL,Campo Limpo,11-09-23,0.0
CS,Capela do Socorro,11-09-23,0.0
IP,Ipiranga,11-09-23,0.0
JA,Jabaquara,11-09-23,0.0
SA,Santo Amaro,11-09-23,0.0
VM,Vila Mariana,11-09-23,0.0
PA,Parelheiros ,11-09-23,0.0
AD,Cidade Ademar,11-09-23,0.0
MB,M Boi Mirim,12-09-23,0.0
CL,Campo Limpo,12-09-23,0.0
CS,Capela do Socorro,12-09-23,0.0
IP,Ipiranga,12-09-23,0.0
JA,Jabaquara,12-09-23,0.0
SA,Santo Amaro,12-09-23,0.0
VM,Vila Mariana,12-09-23,0.0
PA,Parelheiros ,12-09-23,0.0
AD,Cidade Ademar,12-09-23,0.0
MB,M Boi Mirim,13-09-23,0.0
CL,Campo Limpo,13-09-23,0.0
CS,Capela do Socorro,13-09-23,0.0
IP,Ipiranga,13-09-23,0.0
JA,Jabaquara,13-09-23,0.0
SA,Santo Amaro,13-09-23,0.0
VM,Vila Mariana,13-09-23,0.0
PA,Parelheiros ,13-09-23,0.0
AD,Cidade Ademar,13-09-23,0.0
MB,M Boi Mirim,14-09-23,18.0
CL,Campo Limpo,14-09-23,18.7
CS,Capela do Socorro,14-09-23,18.200000000000003
IP,Ipiranga,14-09-23,21.4
JA,Jabaquara,14-09-23,21.1
SA,Santo Amaro,14-09-23,18.700000000000003
VM,Vila Mariana,14-09-23,14.3
PA,Parelheiros ,14-09-23,15.0
AD,Cidade Ademar,14-09-23,23.0
MB,M Boi Mirim,15-09-23,0.0
CL,Campo Limpo,15-09-23,0.0
CS,Capela do Socorro,15-09-23,0.0
IP,Ipiranga,15-09-23,0.0
JA,Jabaquara,15-09-23,0.0
SA,Santo Amaro,15-09-23,0.0
VM,Vila Mariana,15-09-23,0.0
PA,Parelheiros ,15-09-23,0.0
AD,Cidade Ademar,15-09-23,0.0
MB,M Boi Mirim,16-09-23,0.0
CL,Campo Limpo,16-09-23,0.0
CS,Capela do Socorro,16-09-23,0.0
IP,Ipiranga,16-09-23,0.0
JA,Jabaquara,16-09-23,0.0
SA,Santo Amaro,16-09-23,0.0
VM,Vila Mariana,16-09-23,0.0
PA,Parelheiros ,16-09-23,0.0
AD,Cidade Ademar,16-09-23,0.0
MB,M Boi Mirim,17-09-23,0.0
CL,Campo Limpo,17-09-23,0.0
CS,Capela do Socorro,17-09-23,0.0
IP,Ipiranga,17-09-23,0.0
JA,Jabaquara,17-09-23,0.0
SA,Santo Amaro,17-09-23,0.0
VM,Vila Mariana,17-09-23,0.0
PA,Parelheiros ,17-09-23,0.0
AD,Cidade Ademar,17-09-23,0.0
MB,M Boi Mirim,18-09-23,0.5
CL,Campo Limpo,18-09-23,0.1
CS,Capela do Socorro,18-09-23,4.9
IP,Ipiranga,18-09-23,0.0
JA,Jabaquara,18-09-23,0.9
SA,Santo Amaro,18-09-23,5.0
VM,Vila Mariana,18-09-23,0.0
PA,Parelheiros ,18-09-23,0.3
AD,Cidade Ademar,18-09-23,6.8
MB,M Boi Mirim,19-09-23,0.0
CL,Campo Limpo,19-09-23,0.0
CS,Capela do Socorro,19-09-23,0.0
IP,Ipiranga,19-09-23,0.0
JA,Jabaquara,19-09-23,0.0
SA,Santo Amaro,19-09-23,0.0
VM,Vila Mariana,19-09-23,0.0
PA,Parelheiros ,19-09-23,0.0
AD,Cidade Ademar,19-09-23,0.0
MB,M Boi Mirim,20-09-23,0.0
CL,Campo Limpo,20-09-23,0.0
CS,Capela do Socorro,20-09-23,0.0
IP,Ipiranga,20-09-23,0.0
JA,Jabaquara,20-09-23,0.0
SA,Santo Amaro,20-09-23,0.0
VM,Vila Mariana,20-09-23,0.0
PA,Parelheiros ,20-09-23,0.0
AD,Cidade Ademar,20-09-23,0.0
MB,M Boi Mirim,21-09-23,0.0
CL,Campo Limpo,21-09-23,0.0
CS,Capela do Socorro,21-09-23,0.0
IP,Ipiranga,21-09-23,0.0
JA,Jabaquara,21-09-23,0.0
SA,Santo Amaro,21-09-23,0.0
VM,Vila Mariana,21-09-23,0.0
PA,Parelheiros ,21-09-23,0.0
AD,Cidade Ademar,21-09-23,0.0
MB,M Boi Mirim,22-09-23,0.5
CL,Campo Limpo,22-09-23,0.2
CS,Capela do Socorro,22-09-23,0.1
IP,Ipiranga,22-09-23,0.0
JA,Jabaquara,22-09-23,0.1
SA,Santo Amaro,22-09-23,0.2
VM,Vila Mariana,22-09-23,0.1
PA,Parelheiros ,22-09-23,0.2
AD,Cidade Ademar,22-09-23,0.0
MB,M Boi Mirim,23-09-23,0.0
CL,Campo Limpo,23-09-23,0.0
CS,Capela do Socorro,23-09-23,0.0
IP,Ipiranga,23-09-23,0.0
JA,Jabaquara,23-09-23,0.0
SA,Santo Amaro,23-09-23,0.0
VM,Vila Mariana,23-09-23,0.0
PA,Parelheiros ,23-09-23,0.0
AD,Cidade Ademar,23-09-23,0.0
MB,M Boi Mirim,24-09-23,0.0
CL,Campo Limpo,24-09-23,0.0
CS,Capela do Socorro,24-09-23,0.0
IP,Ipiranga,24-09-23,0.0
JA,Jabaquara,24-09-23,0.0
SA,Santo Amaro,24-09-23,0.0
VM,Vila Mariana,24-09-23,0.0
PA,Parelheiros ,24-09-23,0.0
AD,Cidade Ademar,24-09-23,0.0
MB,M Boi Mirim,25-09-23,0.1
CL,Campo Limpo,25-09-23,0.0
CS,Capela do Socorro,25-09-23,0.2
IP,Ipiranga,25-09-23,0.0
JA,Jabaquara,25-09-23,0.0
SA,Santo Amaro,25-09-23,0.1
VM,Vila Mariana,25-09-23,0.0
PA,Parelheiros ,25-09-23,1.5
AD,Cidade Ademar,25-09-23,0.1
MB,M Boi Mirim,26-09-23,0.0
CL,Campo Limpo,26-09-23,0.0
CS,Capela do Socorro,26-09-23,0.0
IP,Ipiranga,26-09-23,0.0
JA,Jabaquara,26-09-23,0.0
SA,Santo Amaro,26-09-23,0.0
VM,Vila Mariana,26-09-23,0.0
PA,Parelheiros ,26-09-23,0.0
AD,Cidade Ademar,26-09-23,0.0
MB,M Boi Mirim,27-09-23,13.0
CL,Campo Limpo,27-09-23,13.4
CS,Capela do Socorro,27-09-23,14.5
IP,Ipiranga,27-09-23,18.1
JA,Jabaquara,27-09-23,19.8
SA,Santo Amaro,27-09-23,17.7
VM,Vila Mariana,27-09-23,15.3
PA,Parelheiros ,27-09-23,8.8
AD,Cidade Ademar,27-09-23,19.5
MB,M Boi Mirim,28-09-23,0.7
CL,Campo Limpo,28-09-23,0.6
CS,Capela do Socorro,28-09-23,1.8
IP,Ipiranga,28-09-23,0.7
JA,Jabaquara,28-09-23,1.0
SA,Santo Amaro,28-09-23,1.0
VM,Vila Mariana,28-09-23,0.7
PA,Parelheiros ,28-09-23,6.5
AD,Cidade Ademar,28-09-23,0.8999999999999999
MB,M Boi Mirim,29-09-23,0.0
CL,Campo Limpo,29-09-23,0.0
CS,Capela do Socorro,29-09-23,0.0
IP,Ipiranga,29-09-23,0.0
JA,Jabaquara,29-09-23,0.0
SA,Santo Amaro,29-09-23,0.0
VM,Vila Mariana,29-09-23,0.0
PA,Parelheiros ,29-09-23,0.0
AD,Cidade Ademar,29-09-23,0.0
MB,M Boi Mirim,30-09-23,7.0
CL,Campo Limpo,30-09-23,10.2
CS,Capela do Socorro,30-09-23,5.1
IP,Ipiranga,30-09-23,3.7
JA,Jabaquara,30-09-23,10.2
SA,Santo Amaro,30-09-23,10.1
VM,Vila Mariana,30-09-23,3.7
PA,Parelheiros ,30-09-23,1.5
AD,Cidade Ademar,30-09-23,8.6
MB,M Boi Mirim,01-10-23,29.800000000000004
CL,Campo Limpo,01-10-23,37.0
CS,Capela do Socorro,01-10-23,26.0
IP,Ipiranga,01-10-23,40.5
JA,Jabaquara,01-10-23,32.6
SA,Santo Amaro,01-10-23,28.500000000000004
VM,Vila Mariana,01-10-23,44.3
PA,Parelheiros ,01-10-23,15.700000000000005
AD,Cidade Ademar,01-10-23,30.3
MB,M Boi Mirim,02-10-23,0.0
CL,Campo Limpo,02-10-23,0.1
CS,Capela do Socorro,02-10-23,0.0
IP,Ipiranga,02-10-23,0.1
JA,Jabaquara,02-10-23,0.1
SA,Santo Amaro,02-10-23,0.1
VM,Vila Mariana,02-10-23,0.2
PA,Parelheiros ,02-10-23,1.2000000000000002
AD,Cidade Ademar,02-10-23,0.1
MB,M Boi Mirim,03-10-23,0.1
CL,Campo Limpo,03-10-23,0.1
CS,Capela do Socorro,03-10-23,0.4
IP,Ipiranga,03-10-23,0.0
JA,Jabaquara,03-10-23,0.1
SA,Santo Amaro,03-10-23,0.1
VM,Vila Mariana,03-10-23,0.0
PA,Parelheiros ,03-10-23,1.6
AD,Cidade Ademar,03-10-23,0.0
MB,M Boi Mirim,04-10-23,11.0
CL,Campo Limpo,04-10-23,10.2
CS,Capela do Socorro,04-10-23,7.8
IP,Ipiranga,04-10-23,6.2
JA,Jabaquara,04-10-23,3.8
SA,Santo Amaro,04-10-23,6.5
VM,Vila Mariana,04-10-23,4.9
PA,Parelheiros ,04-10-23,8.1
AD,Cidade Ademar,04-10-23,6.1
MB,M Boi Mirim,05-10-23,31.9
CL,Campo Limpo,05-10-23,29.200000000000003
CS,Capela do Socorro,05-10-23,28.9
IP,Ipiranga,05-10-23,24.0
JA,Jabaquara,05-10-23,25.700000000000003
SA,Santo Amaro,05-10-23,24.000000000000004
VM,Vila Mariana,05-10-23,25.5
PA,Parelheiros ,05-10-23,28.5
AD,Cidade Ademar,05-10-23,28.7
MB,M Boi Mirim,06-10-23,0.0
CL,Campo Limpo,06-10-23,0.0
CS,Capela do Socorro,06-10-23,0.0
IP,Ipiranga,06-10-23,0.0
JA,Jabaquara,06-10-23,0.0
SA,Santo Amaro,06-10-23,0.0
VM,Vila Mariana,06-10-23,0.0
PA,Parelheiros ,06-10-23,0.0
AD,Cidade Ademar,06-10-23,0.0
MB,M Boi Mirim,07-10-23,29.6
CL,Campo Limpo,07-10-23,36.5
CS,Capela do Socorro,07-10-23,29.5
IP,Ipiranga,07-10-23,19.3
JA,Jabaquara,07-10-23,30.2
SA,Santo Amaro,07-10-23,29.6
VM,Vila Mariana,07-10-23,17.7
PA,Parelheiros ,07-10-23,35.7
AD,Cidade Ademar,07-10-23,32.1
MB,M Boi Mirim,08-10-23,32.7
CL,Campo Limpo,08-10-23,35.8
CS,Capela do Socorro,08-10-23,27.5
IP,Ipiranga,08-10-23,39.7
JA,Jabaquara,08-10-23,45.4
SA,Santo Amaro,08-10-23,33.7
VM,Vila Mariana,08-10-23,41.8
PA,Parelheiros ,08-10-23,23.2
AD,Cidade Ademar,08-10-23,42.8
MB,M Boi Mirim,09-10-23,2.8000000000000003
CL,Campo Limpo,09-10-23,3.3
CS,Capela do Socorro,09-10-23,2.4
IP,Ipiranga,09-10-23,5.199999999999999
JA,Jabaquara,09-10-23,4.3
SA,Santo Amaro,09-10-23,3.2
VM,Vila Mariana,09-10-23,5.4
PA,Parelheiros ,09-10-23,3.2
AD,Cidade Ademar,09-10-23,3.3000000000000003
MB,M Boi Mirim,10-10-23,0.3
CL,Campo Limpo,10-10-23,0.4
CS,Capela do Socorro,10-10-23,0.4
IP,Ipiranga,10-10-23,0.4
JA,Jabaquara,10-10-23,0.3
SA,Santo Amaro,10-10-23,0.1
VM,Vila Mariana,10-10-23,0.3
PA,Parelheiros ,10-10-23,3.8
AD,Cidade Ademar,10-10-23,0.3
MB,M Boi Mirim,11-10-23,0.0
CL,Campo Limpo,11-10-23,0.0
CS,Capela do Socorro,11-10-23,0.0
IP,Ipiranga,11-10-23,0.0
JA,Jabaquara,11-10-23,0.0
SA,Santo Amaro,11-10-23,0.0
VM,Vila Mariana,11-10-23,0.0
PA,Parelheiros ,11-10-23,0.0
AD,Cidade Ademar,11-10-23,0.0
MB,M Boi Mirim,12-10-23,25.1
CL,Campo Limpo,12-10-23,19.4
CS,Capela do Socorro,12-10-23,19.2
IP,Ipiranga,12-10-23,13.6
JA,Jabaquara,12-10-23,14.6
SA,Santo Amaro,12-10-23,16.799999999999997
VM,Vila Mariana,12-10-23,15.9
PA,Parelheiros ,12-10-23,13.0
AD,Cidade Ademar,12-10-23,20.5
MB,M Boi Mirim,13-10-23,1.1
CL,Campo Limpo,13-10-23,1.7000000000000002
CS,Capela do Socorro,13-10-23,1.9
IP,Ipiranga,13-10-23,1.2
JA,Jabaquara,13-10-23,1.5
SA,Santo Amaro,13-10-23,1.5000000000000002
VM,Vila Mariana,13-10-23,0.7999999999999999
PA,Parelheiros ,13-10-23,6.6
AD,Cidade Ademar,13-10-23,1.8000000000000005
MB,M Boi Mirim,14-10-23,0.6
CL,Campo Limpo,14-10-23,0.7999999999999999
CS,Capela do Socorro,14-10-23,0.7
IP,Ipiranga,14-10-23,0.1
JA,Jabaquara,14-10-23,0.3
SA,Santo Amaro,14-10-23,0.5
VM,Vila Mariana,14-10-23,0.0
PA,Parelheiros ,14-10-23,3.4
AD,Cidade Ademar,14-10-23,0.7
MB,M Boi Mirim,15-10-23,0.0
CL,Campo Limpo,15-10-23,0.0
CS,Capela do Socorro,15-10-23,0.0
IP,Ipiranga,15-10-23,0.0
JA,Jabaquara,15-10-23,0.0
SA,Santo Amaro,15-10-23,0.0
VM,Vila Mariana,15-10-23,0.0
PA,Parelheiros ,15-10-23,0.0
AD,Cidade Ademar,15-10-23,0.0
MB,M Boi Mirim,16-10-23,8.8
CL,Campo Limpo,16-10-23,10.0
CS,Capela do Socorro,16-10-23,8.1
IP,Ipiranga,16-10-23,7.3
JA,Jabaquara,16-10-23,4.4
SA,Santo Amaro,16-10-23,6.5
VM,Vila Mariana,16-10-23,8.0
PA,Parelheiros ,16-10-23,16.7
AD,Cidade Ademar,16-10-23,4.7
MB,M Boi Mirim,17-10-23,11.1
CL,Campo Limpo,17-10-23,11.5
CS,Capela do Socorro,17-10-23,11.0
IP,Ipiranga,17-10-23,11.8
JA,Jabaquara,17-10-23,13.7
SA,Santo Amaro,17-10-23,12.0
VM,Vila Mariana,17-10-23,12.9
PA,Parelheiros ,17-10-23,9.7
AD,Cidade Ademar,17-10-23,12.0
MB,M Boi Mirim,18-10-23,0.1
CL,Campo Limpo,18-10-23,0.2
CS,Capela do Socorro,18-10-23,0.2
IP,Ipiranga,18-10-23,0.1
JA,Jabaquara,18-10-23,0.2
SA,Santo Amaro,18-10-23,0.2
VM,Vila Mariana,18-10-23,0.2
PA,Parelheiros ,18-10-23,3.8
AD,Cidade Ademar,18-10-23,0.7
MB,M Boi Mirim,19-10-23,0.3
CL,Campo Limpo,19-10-23,0.2
CS,Capela do Socorro,19-10-23,0.2
IP,Ipiranga,19-10-23,0.0
JA,Jabaquara,19-10-23,0.2
SA,Santo Amaro,19-10-23,0.2
VM,Vila Mariana,19-10-23,0.1
PA,Parelheiros ,19-10-23,3.0
AD,Cidade Ademar,19-10-23,0.1
MB,M Boi Mirim,20-10-23,0.0
CL,Campo Limpo,20-10-23,0.0
CS,Capela do Socorro,20-10-23,0.0
IP,Ipiranga,20-10-23,0.0
JA,Jabaquara,20-10-23,0.0
SA,Santo Amaro,20-10-23,0.0
VM,Vila Mariana,20-10-23,0.0
PA,Parelheiros ,20-10-23,0.0
AD,Cidade Ademar,20-10-23,0.0
MB,M Boi Mirim,21-10-23,0.0
CL,Campo Limpo,21-10-23,0.0
CS,Capela do Socorro,21-10-23,0.0
IP,Ipiranga,21-10-23,0.0
JA,Jabaquara,21-10-23,0.0
SA,Santo Amaro,21-10-23,0.0
VM,Vila Mariana,21-10-23,0.0
PA,Parelheiros ,21-10-23,0.0
AD,Cidade Ademar,21-10-23,0.0
MB,M Boi Mirim,22-10-23,0.0
CL,Campo Limpo,22-10-23,0.0
CS,Capela do Socorro,22-10-23,0.0
IP,Ipiranga,22-10-23,0.0
JA,Jabaquara,22-10-23,0.0
SA,Santo Amaro,22-10-23,0.0
VM,Vila Mariana,22-10-23,0.0
PA,Parelheiros ,22-10-23,0.0
AD,Cidade Ademar,22-10-23,0.0
MB,M Boi Mirim,23-10-23,0.0
CL,Campo Limpo,23-10-23,0.0
CS,Capela do Socorro,23-10-23,0.0
IP,Ipiranga,23-10-23,0.0
JA,Jabaquara,23-10-23,0.0
SA,Santo Amaro,23-10-23,0.0
VM,Vila Mariana,23-10-23,0.0
PA,Parelheiros ,23-10-23,0.0
AD,Cidade Ademar,23-10-23,0.0
MB,M Boi Mirim,24-10-23,1.2000000000000002
CL,Campo Limpo,24-10-23,1.8
CS,Capela do Socorro,24-10-23,0.5
IP,Ipiranga,24-10-23,0.6
JA,Jabaquara,24-10-23,1.8
SA,Santo Amaro,24-10-23,1.4
VM,Vila Mariana,24-10-23,0.4
PA,Parelheiros ,24-10-23,2.8
AD,Cidade Ademar,24-10-23,1.4
MB,M Boi Mirim,25-10-23,0.1
CL,Campo Limpo,25-10-23,0.0
CS,Capela do Socorro,25-10-23,0.4
IP,Ipiranga,25-10-23,0.2
JA,Jabaquara,25-10-23,0.4
SA,Santo Amaro,25-10-23,0.2
VM,Vila Mariana,25-10-23,0.2
PA,Parelheiros ,25-10-23,1.9
AD,Cidade Ademar,25-10-23,0.3
MB,M Boi Mirim,26-10-23,3.8
CL,Campo Limpo,26-10-23,1.9
CS,Capela do Socorro,26-10-23,2.2
IP,Ipiranga,26-10-23,1.7
JA,Jabaquara,26-10-23,3.5
SA,Santo Amaro,26-10-23,1.7
VM,Vila Mariana,26-10-23,1.3
PA,Parelheiros ,26-10-23,3.6
AD,Cidade Ademar,26-10-23,2.5
MB,M Boi Mirim,27-10-23,2.0
CL,Campo Limpo,27-10-23,3.5
CS,Capela do Socorro,27-10-23,3.9
IP,Ipiranga,27-10-23,14.0
JA,Jabaquara,27-10-23,14.2
SA,Santo Amaro,27-10-23,9.3
VM,Vila Mariana,27-10-23,20.7
PA,Parelheiros ,27-10-23,2.2
AD,Cidade Ademar,27-10-23,11.4
MB,M Boi Mirim,28-10-23,4.9
CL,Campo Limpo,28-10-23,4.9
CS,Capela do Socorro,28-10-23,3.5
IP,Ipiranga,28-10-23,6.0
JA,Jabaquara,28-10-23,3.9
SA,Santo Amaro,28-10-23,3.8
VM,Vila Mariana,28-10-23,6.4
PA,Parelheiros ,28-10-23,3.8
AD,Cidade Ademar,28-10-23,3.9
MB,M Boi Mirim,29-10-23,7.0
CL,Campo Limpo,29-10-23,7.6
CS,Capela do Socorro,29-10-23,7.9
IP,Ipiranga,29-10-23,16.9
JA,Jabaquara,29-10-23,12.7
SA,Santo Amaro,29-10-23,9.6
VM,Vila Mariana,29-10-23,16.9
PA,Parelheiros ,29-10-23,17.0
AD,Cidade Ademar,29-10-23,10.6
MB,M Boi Mirim,30-10-23,0.4
CL,Campo Limpo,30-10-23,0.4
CS,Capela do Socorro,30-10-23,0.3
IP,Ipiranga,30-10-23,0.3
JA,Jabaquara,30-10-23,0.1
SA,Santo Amaro,30-10-23,0.2
VM,Vila Mariana,30-10-23,0.5
PA,Parelheiros ,30-10-23,0.1
AD,Cidade Ademar,30-10-23,0.2
MB,M Boi Mirim,31-10-23,8.799999999999999
CL,Campo Limpo,31-10-23,12.2
CS,Capela do Socorro,31-10-23,4.9
IP,Ipiranga,31-10-23,18.8
JA,Jabaquara,31-10-23,14.099999999999998
SA,Santo Amaro,31-10-23,10.9
VM,Vila Mariana,31-10-23,20.4
