Cod_Bairros,Nome_Bairros,Data,Pluviometria
PA,Parelheiros ,31-10-23,4.4
AD,Cidade Ademar,31-10-23,5.8
MB,M Boi Mirim,01-11-23,1.4
CL,Campo Limpo,01-11-23,0.4
CS,Capela do Socorro,01-11-23,1.7
IP,Ipiranga,01-11-23,1.0
JA,Jabaquara,01-11-23,1.4
SA,Santo Amaro,01-11-23,1.5
VM,Vila Mariana,01-11-23,0.5
PA,Parelheiros ,01-11-23,4.500000000000001
AD,Cidade Ademar,01-11-23,2.0
MB,M Boi Mirim,02-11-23,0.3
CL,Campo Limpo,02-11-23,0.2
CS,Capela do Socorro,02-11-23,0.4
IP,Ipiranga,02-11-23,0.0
JA,Jabaquara,02-11-23,0.1
SA,Santo Amaro,02-11-23,0.1
VM,Vila Mariana,02-11-23,0.0
PA,Parelheiros ,02-11-23,1.4
AD,Cidade Ademar,02-11-23,0.3
MB,M Boi Mirim,03-11-23,15.4
CL,Campo Limpo,03-11-23,12.7
CS,Capela do Socorro,03-11-23,12.8
IP,Ipiranga,03-11-23,11.1
JA,Jabaquara,03-11-23,15.7
SA,Santo Amaro,03-11-23,16.1
VM,Vila Mariana,03-11-23,7.6
PA,Parelheiros ,03-11-23,16.1
AD,Cidade Ademar,03-11-23,13.5
MB,M Boi Mirim,04-11-23,0.9
CL,Campo Limpo,04-11-23,1.5
CS,Capela do Socorro,04-11-23,0.7
IP,Ipiranga,04-11-23,0.3
JA,Jabaquara,04-11-23,1.1
SA,Santo Amaro,04-11-23,1.1
VM,Vila Mariana,04-11-23,0.6
PA,Parelheiros ,04-11-23,0.1
AD,Cidade Ademar,04-11-23,1.9
MB,M Boi Mirim,05-11-23,0.0
CL,Campo Limpo,05-11-23,0.0
CS,Capela do Socorro,05-11-23,0.0
IP,Ipiranga,05-11-23,0.0
JA,Jabaquara,05-11-23,0.0
SA,Santo Amaro,05-11-23,0.0
VM,Vila Mariana,05-11-23,0.0
PA,Parelheiros ,05-11-23,0.0
AD,Cidade Ademar,05-11-23,0.0
MB,M Boi Mirim,06-11-23,0.0
CL,Campo Limpo,06-11-23,0.0
CS,Capela do Socorro,06-11-23,0.0
IP,Ipiranga,06-11-23,0.0
JA,Jabaquara,06-11-23,0.0
SA,Santo Amaro,06-11-23,0.0
VM,Vila Mariana,06-11-23,0.0
PA,Parelheiros ,06-11-23,0.0
AD,Cidade Ademar,06-11-23,0.0
MB,M Boi Mirim,07-11-23,0.0
CL,Campo Limpo,07-11-23,0.0
CS,Capela do Socorro,07-11-23,0.0
IP,Ipiranga,07-11-23,0.0
JA,Jabaquara,07-11-23,0.0
SA,Santo Amaro,07-11-23,0.0
VM,Vila Mariana,07-11-23,0.0
PA,Parelheiros ,07-11-23,0.0
AD,Cidade Ademar,07-11-23,0.0
MB,M Boi Mirim,08-11-23,0.0
CL,Campo Limpo,08-11-23,0.0
CS,Capela do Socorro,08-11-23,0.0
IP,Ipiranga,08-11-23,0.0
JA,Jabaquara,08-11-23,0.0
SA,Santo Amaro,08-11-23,0.0
VM,Vila Mariana,08-11-23,0.0
PA,Parelheiros ,08-11-23,0.0
AD,Cidade Ademar,08-11-23,0.0
MB,M Boi Mirim,09-11-23,0.0
CL,Campo Limpo,09-11-23,0.0
CS,Capela do Socorro,09-11-23,0.0
IP,Ipiranga,09-11-23,0.0
JA,Jabaquara,09-11-23,0.0
SA,Santo Amaro,09-11-23,0.0
VM,Vila Mariana,09-11-23,0.0
PA,Parelheiros ,09-11-23,0.8
AD,Cidade Ademar,09-11-23,0.0
MB,M Boi Mirim,10-11-23,0.0
CL,Campo Limpo,10-11-23,0.0
CS,Capela do Socorro,10-11-23,0.1
IP,Ipiranga,10-11-23,0.0
JA,Jabaquara,10-11-23,0.0
SA,Santo Amaro,10-11-23,0.0
VM,Vila Mariana,10-11-23,0.0
PA,Parelheiros ,10-11-23,0.8
AD,Cidade Ademar,10-11-23,0.0
MB,M Boi Mirim,11-11-23,0.0
CL,Campo Limpo,11-11-23,0.0
CS,Capela do Socorro,11-11-23,0.0
IP,Ipiranga,11-11-23,0.0
JA,Jabaquara,11-11-23,0.0
SA,Santo Amaro,11-11-23,0.0
VM,Vila Mariana,11-11-23,0.0
PA,Parelheiros ,11-11-23,0.0
AD,Cidade Ademar,11-11-23,0.0
MB,M Boi Mirim,12-11-23,0.0
CL,Campo Limpo,12-11-23,0.0
CS,Capela do Socorro,12-11-23,0.0
IP,Ipiranga,12-11-23,0.0
JA,Jabaquara,12-11-23,0.0
SA,Santo Amaro,12-11-23,0.0
VM,Vila Mariana,12-11-23,0.0
PA,Parelheiros ,12-11-23,0.0
AD,Cidade Ademar,12-11-23,0.0
MB,M Boi Mirim,13-11-23,0.0
CL,Campo Limpo,13-11-23,0.0
CS,Capela do Socorro,13-11-23,0.0
IP,Ipiranga,13-11-23,0.0
JA,Jabaquara,13-11-23,0.0
SA,Santo Amaro,13-11-23,0.0
VM,Vila Mariana,13-11-23,0.0
PA,Parelheiros ,13-11-23,0.3
AD,Cidade Ademar,13-11-23,0.0
MB,M Boi Mirim,14-11-23,0.1
CL,Campo Limpo,14-11-23,0.1
CS,Capela do Socorro,14-11-23,0.2
IP,Ipiranga,14-11-23,0.1
JA,Jabaquara,14-11-23,0.3
SA,Santo Amaro,14-11-23,0.1
VM,Vila Mariana,14-11-23,0.0
PA,Parelheiros ,14-11-23,1.2999999999999998
AD,Cidade Ademar,14-11-23,0.3
MB,M Boi Mirim,15-11-23,29.7
CL,Campo Limpo,15-11-23,32.4
CS,Capela do Socorro,15-11-23,17.0
IP,Ipiranga,15-11-23,43.4
JA,Jabaquara,15-11-23,37.8
SA,Santo Amaro,15-11-23,32.4
VM,Vila Mariana,15-11-23,37.5
PA,Parelheiros ,15-11-23,6.9
AD,Cidade Ademar,15-11-23,28.5
MB,M Boi Mirim,16-11-23,0.0
CL,Campo Limpo,16-11-23,0.3
CS,Capela do Socorro,16-11-23,0.1
IP,Ipiranga,16-11-23,0.0
JA,Jabaquara,16-11-23,0.0
SA,Santo Amaro,16-11-23,0.0
VM,Vila Mariana,16-11-23,0.0
PA,Parelheiros ,16-11-23,0.0
AD,Cidade Ademar,16-11-23,0.0
MB,M Boi Mirim,17-11-23,0.0
CL,Campo Limpo,17-11-23,0.0
CS,Capela do Socorro,17-11-23,0.0
IP,Ipiranga,17-11-23,0.0
JA,Jabaquara,17-11-23,0.0
SA,Santo Amaro,17-11-23,0.0
VM,Vila Mariana,17-11-23,0.0
PA,Parelheiros ,17-11-23,0.0
AD,Cidade Ademar,17-11-23,0.0
MB,M Boi Mirim,18-11-23,14.9
CL,Campo Limpo,18-11-23,13.8
CS,Capela do Socorro,18-11-23,8.6
IP,Ipiranga,18-11-23,3.2
JA,Jabaquara,18-11-23,11.6
SA,Santo Amaro,18-11-23,16.4
VM,Vila Mariana,18-11-23,4.1
PA,Parelheiros ,18-11-23,8.1
AD,Cidade Ademar,18-11-23,12.6
MB,M Boi Mirim,19-11-23,17.900000000000002
CL,Campo Limpo,19-11-23,22.3
CS,Capela do Socorro,19-11-23,19.8
IP,Ipiranga,19-11-23,27.300000000000004
JA,Jabaquara,19-11-23,30.5
SA,Santo Amaro,19-11-23,26.2
VM,Vila Mariana,19-11-23,21.4
PA,Parelheiros ,19-11-23,17.6
AD,Cidade Ademar,19-11-23,24.3
MB,M Boi Mirim,20-11-23,0.3
CL,Campo Limpo,20-11-23,0.1
CS,Capela do Socorro,20-11-23,0.2
IP,Ipiranga,20-11-23,0.0
JA,Jabaquara,20-11-23,0.0
SA,Santo Amaro,20-11-23,0.1
VM,Vila Mariana,20-11-23,0.0
PA,Parelheiros ,20-11-23,4.6000000000000005
AD,Cidade Ademar,20-11-23,0.1
MB,M Boi Mirim,21-11-23,0.1
CL,Campo Limpo,21-11-23,0.0
CS,Capela do Socorro,21-11-23,0.0
IP,Ipiranga,21-11-23,0.0
JA,Jabaquara,21-11-23,0.0
SA,Santo Amaro,21-11-23,0.0
VM,Vila Mariana,21-11-23,0.0
PA,Parelheiros ,21-11-23,0.1
AD,Cidade Ademar,21-11-23,0.0
MB,M Boi Mirim,22-11-23,0.2
CL,Campo Limpo,22-11-23,0.4
CS,Capela do Socorro,22-11-23,0.1
IP,Ipiranga,22-11-23,0.6
JA,Jabaquara,22-11-23,3.5
SA,Santo Amaro,22-11-23,0.6
VM,Vila Mariana,22-11-23,0.6
PA,Parelheiros ,22-11-23,1.1
AD,Cidade Ademar,22-11-23,1.4
MB,M Boi Mirim,23-11-23,7.7
CL,Campo Limpo,23-11-23,10.6
CS,Capela do Socorro,23-11-23,13.499999999999998
IP,Ipiranga,23-11-23,14.7
JA,Jabaquara,23-11-23,17.099999999999998
SA,Santo Amaro,23-11-23,16.3
VM,Vila Mariana,23-11-23,11.6
PA,Parelheiros ,23-11-23,30.2
AD,Cidade Ademar,23-11-23,15.1
MB,M Boi Mirim,24-11-23,0.5
CL,Campo Limpo,24-11-23,0.8
CS,Capela do Socorro,24-11-23,1.4
IP,Ipiranga,24-11-23,2.1
JA,Jabaquara,24-11-23,2.6
SA,Santo Amaro,24-11-23,2.0000000000000004
VM,Vila Mariana,24-11-23,1.7
PA,Parelheiros ,24-11-23,6.7
AD,Cidade Ademar,24-11-23,2.7
MB,M Boi Mirim,25-11-23,7.299999999999999
CL,Campo Limpo,25-11-23,6.0
CS,Capela do Socorro,25-11-23,6.399999999999999
IP,Ipiranga,25-11-23,5.6000000000000005
JA,Jabaquara,25-11-23,6.9
SA,Santo Amaro,25-11-23,6.300000000000001
VM,Vila Mariana,25-11-23,4.0
PA,Parelheiros ,25-11-23,5.9
AD,Cidade Ademar,25-11-23,6.999999999999999
MB,M Boi Mirim,26-11-23,0.0
CL,Campo Limpo,26-11-23,0.0
CS,Capela do Socorro,26-11-23,0.0
IP,Ipiranga,26-11-23,0.0
JA,Jabaquara,26-11-23,0.0
SA,Santo Amaro,26-11-23,0.0
VM,Vila Mariana,26-11-23,0.0
PA,Parelheiros ,26-11-23,0.0
AD,Cidade Ademar,26-11-23,0.0
MB,M Boi Mirim,27-11-23,7.4
CL,Campo Limpo,27-11-23,11.8
CS,Capela do Socorro,27-11-23,2.7
IP,Ipiranga,27-11-23,18.1
JA,Jabaquara,27-11-23,13.0
SA,Santo Amaro,27-11-23,9.6
VM,Vila Mariana,27-11-23,15.3
PA,Parelheiros ,27-11-23,0.5
AD,Cidade Ademar,27-11-23,5.0
MB,M Boi Mirim,28-11-23,17.5
CL,Campo Limpo,28-11-23,15.7
CS,Capela do Socorro,28-11-23,20.0
IP,Ipiranga,28-11-23,14.2
JA,Jabaquara,28-11-23,20.3
SA,Santo Amaro,28-11-23,19.0
VM,Vila Mariana,28-11-23,10.9
PA,Parelheiros ,28-11-23,20.5
AD,Cidade Ademar,28-11-23,18.8
MB,M Boi Mirim,29-11-23,24.200000000000003
CL,Campo Limpo,29-11-23,6.2
CS,Capela do Socorro,29-11-23,13.1
IP,Ipiranga,29-11-23,14.7
JA,Jabaquara,29-11-23,18.200000000000003
SA,Santo Amaro,29-11-23,15.7
VM,Vila Mariana,29-11-23,5.1000000000000005
PA,Parelheiros ,29-11-23,16.2
AD,Cidade Ademar,29-11-23,21.300000000000004
MB,M Boi Mirim,30-11-23,0.1
CL,Campo Limpo,30-11-23,0.1
CS,Capela do Socorro,30-11-23,0.4
IP,Ipiranga,30-11-23,0.1
JA,Jabaquara,30-11-23,0.0
SA,Santo Amaro,30-11-23,0.0
VM,Vila Mariana,30-11-23,0.0
PA,Parelheiros ,30-11-23,1.0
AD,Cidade Ademar,30-11-23,0.2
MB,M Boi Mirim,01-12-23,0.0
CL,Campo Limpo,01-12-23,0.0
CS,Capela do Socorro,01-12-23,0.0
IP,Ipiranga,01-12-23,0.0
JA,Jabaquara,01-12-23,0.0
SA,Santo Amaro,01-12-23,0.0
VM,Vila Mariana,01-12-23,0.0
PA,Parelheiros ,01-12-23,0.0
AD,Cidade Ademar,01-12-23,0.0
MB,M Boi Mirim,02-12-23,0.0
CL,Campo Limpo,02-12-23,0.0
CS,Capela do Socorro,02-12-23,0.0
IP,Ipiranga,02-12-23,0.0
JA,Jabaquara,02-12-23,0.0
SA,Santo Amaro,02-12-23,0.0
VM,Vila Mariana,02-12-23,0.0
PA,Parelheiros ,02-12-23,0.0
AD,Cidade Ademar,02-12-23,0.0
MB,M Boi Mirim,03-12-23,0.0
CL,Campo Limpo,03-12-23,0.0
CS,Capela do Socorro,03-12-23,0.0
IP,Ipiranga,03-12-23,0.0
JA,Jabaquara,03-12-23,0.0
SA,Santo Amaro,03-12-23,0.0
VM,Vila Mariana,03-12-23,0.0
PA,Parelheiros ,03-12-23,0.0
AD,Cidade Ademar,03-12-23,0.0
MB,M Boi Mirim,04-12-23,0.2
CL,Campo Limpo,04-12-23,0.2
CS,Capela do Socorro,04-12-23,0.5
IP,Ipiranga,04-12-23,1.4
JA,Jabaquara,04-12-23,1.7000000000000002
SA,Santo Amaro,04-12-23,0.6
VM,Vila Mariana,04-12-23,1.2
PA,Parelheiros ,04-12-23,0.8
AD,Cidade Ademar,04-12-23,1.4
MB,M Boi Mirim,05-12-23,0.0
CL,Campo Limpo,05-12-23,0.1
CS,Capela do Socorro,05-12-23,0.0
IP,Ipiranga,05-12-23,0.1
JA,Jabaquara,05-12-23,0.2
SA,Santo Amaro,05-12-23,0.0
VM,Vila Mariana,05-12-23,0.1
PA,Parelheiros ,05-12-23,0.0
AD,Cidade Ademar,05-12-23,0.1
MB,M Boi Mirim,06-12-23,0.0
CL,Campo Limpo,06-12-23,0.0
CS,Capela do Socorro,06-12-23,0.0
IP,Ipiranga,06-12-23,0.0
JA,Jabaquara,06-12-23,0.0
SA,Santo Amaro,06-12-23,0.0
VM,Vila Mariana,06-12-23,0.0
PA,Parelheiros ,06-12-23,0.3
AD,Cidade Ademar,06-12-23,0.0
MB,M Boi Mirim,07-12-23,1.3
CL,Campo Limpo,07-12-23,1.8
CS,Capela do Socorro,07-12-23,11.8
IP,Ipiranga,07-12-23,0.3
JA,Jabaquara,07-12-23,1.0
SA,Santo Amaro,07-12-23,2.2
VM,Vila Mariana,07-12-23,0.4
PA,Parelheiros ,07-12-23,16.0
AD,Cidade Ademar,07-12-23,4.7
MB,M Boi Mirim,08-12-23,2.3
CL,Campo Limpo,08-12-23,2.7
CS,Capela do Socorro,08-12-23,3.1
IP,Ipiranga,08-12-23,2.7
JA,Jabaquara,08-12-23,4.0
SA,Santo Amaro,08-12-23,4.4
VM,Vila Mariana,08-12-23,2.5
PA,Parelheiros ,08-12-23,7.199999999999999
AD,Cidade Ademar,08-12-23,4.3
MB,M Boi Mirim,09-12-23,0.3
CL,Campo Limpo,09-12-23,0.3
CS,Capela do Socorro,09-12-23,0.6
IP,Ipiranga,09-12-23,0.1
JA,Jabaquara,09-12-23,0.2
SA,Santo Amaro,09-12-23,0.2
VM,Vila Mariana,09-12-23,0.1
PA,Parelheiros ,09-12-23,3.3000000000000003
AD,Cidade Ademar,09-12-23,0.4
MB,M Boi Mirim,10-12-23,32.5
CL,Campo Limpo,10-12-23,28.7
CS,Capela do Socorro,10-12-23,34.3
IP,Ipiranga,10-12-23,34.2
JA,Jabaquara,10-12-23,41.1
SA,Santo Amaro,10-12-23,44.9
VM,Vila Mariana,10-12-23,24.6
PA,Parelheiros ,10-12-23,17.2
AD,Cidade Ademar,10-12-23,40.6
MB,M Boi Mirim,11-12-23,0.8
CL,Campo Limpo,11-12-23,0.3
CS,Capela do Socorro,11-12-23,4.2
IP,Ipiranga,11-12-23,0.4
JA,Jabaquara,11-12-23,0.5
SA,Santo Amaro,11-12-23,0.2
VM,Vila Mariana,11-12-23,0.1
PA,Parelheiros ,11-12-23,4.5
AD,Cidade Ademar,11-12-23,1.0
MB,M Boi Mirim,12-12-23,0.0
CL,Campo Limpo,12-12-23,0.0
CS,Capela do Socorro,12-12-23,0.0
IP,Ipiranga,12-12-23,0.0
JA,Jabaquara,12-12-23,0.0
SA,Santo Amaro,12-12-23,0.0
VM,Vila Mariana,12-12-23,0.0
PA,Parelheiros ,12-12-23,0.0
AD,Cidade Ademar,12-12-23,0.0
MB,M Boi Mirim,13-12-23,0.0
CL,Campo Limpo,13-12-23,0.0
CS,Capela do Socorro,13-12-23,0.0
IP,Ipiranga,13-12-23,0.0
JA,Jabaquara,13-12-23,0.0
SA,Santo Amaro,13-12-23,0.0
VM,Vila Mariana,13-12-23,0.0
PA,Parelheiros ,13-12-23,0.0
AD,Cidade Ademar,13-12-23,0.0
MB,M Boi Mirim,14-12-23,0.0
CL,Campo Limpo,14-12-23,0.0
CS,Capela do Socorro,14-12-23,0.0
IP,Ipiranga,14-12-23,0.0
JA,Jabaquara,14-12-23,0.0
SA,Santo Amaro,14-12-23,0.0
VM,Vila Mariana,14-12-23,0.0
PA,Parelheiros ,14-12-23,0.0
AD,Cidade Ademar,14-12-23,0.0
MB,M Boi Mirim,15-12-23,0.0
CL,Campo Limpo,15-12-23,0.0
CS,Capela do Socorro,15-12-23,0.0
IP,Ipiranga,15-12-23,0.0
JA,Jabaquara,15-12-23,0.0
SA,Santo Amaro,15-12-23,0.0
VM,Vila Mariana,15-12-23,0.0
PA,Parelheiros ,15-12-23,0.1
AD,Cidade Ademar,15-12-23,0.0
MB,M Boi Mirim,16-12-23,0.0
CL,Campo Limpo,16-12-23,0.0
CS,Capela do Socorro,16-12-23,0.0
IP,Ipiranga,16-12-23,0.0
JA,Jabaquara,16-12-23,0.0
SA,Santo Amaro,16-12-23,0.0
VM,Vila Mariana,16-12-23,0.0
PA,Parelheiros ,16-12-23,0.0
AD,Cidade Ademar,16-12-23,0.0
MB,M Boi Mirim,17-12-23,10.6
CL,Campo Limpo,17-12-23,7.5
CS,Capela do Socorro,17-12-23,1.3
IP,Ipiranga,17-12-23,0.0
JA,Jabaquara,17-12-23,0.0
SA,Santo Amaro,17-12-23,4.5
VM,Vila Mariana,17-12-23,0.5
PA,Parelheiros ,17-12-23,1.3
AD,Cidade Ademar,17-12-23,0.1
MB,M Boi Mirim,18-12-23,0.0
CL,Campo Limpo,18-12-23,0.0
CS,Capela do Socorro,18-12-23,0.0
IP,Ipiranga,18-12-23,0.0
JA,Jabaquara,18-12-23,0.0
SA,Santo Amaro,18-12-23,0.0
VM,Vila Mariana,18-12-23,0.0
PA,Parelheiros ,18-12-23,0.0
AD,Cidade Ademar,18-12-23,0.0
MB,M Boi Mirim,19-12-23,0.0
CL,Campo Limpo,19-12-23,0.0
CS,Capela do Socorro,19-12-23,0.0
IP,Ipiranga,19-12-23,0.0
JA,Jabaquara,19-12-23,0.0
SA,Santo Amaro,19-12-23,0.0
VM,Vila Mariana,19-12-23,0.0
PA,Parelheiros ,19-12-23,0.0
AD,Cidade Ademar,19-12-23,0.0
MB,M Boi Mirim,20-12-23,0.0
CL,Campo Limpo,20-12-23,0.0
CS,Capela do Socorro,20-12-23,0.0
IP,Ipiranga,20-12-23,0.0
JA,Jabaquara,20-12-23,0.0
SA,Santo Amaro,20-12-23,0.0
VM,Vila Mariana,20-12-23,0.0
PA,Parelheiros ,20-12-23,0.0
AD,Cidade Ademar,20-12-23,0.0
MB,M Boi Mirim,21-12-23,0.0
CL,Campo Limpo,21-12-23,0.0
CS,Capela do Socorro,21-12-23,0.0
IP,Ipiranga,21-12-23,0.0
JA,Jabaquara,21-12-23,0.0
SA,Santo Amaro,21-12-23,0.0
VM,Vila Mariana,21-12-23,0.0
PA,Parelheiros ,21-12-23,0.3
AD,Cidade Ademar,21-12-23,0.0
MB,M Boi Mirim,22-12-23,1.2
CL,Campo Limpo,22-12-23,0.7
CS,Capela do Socorro,22-12-23,1.4
IP,Ipiranga,22-12-23,13.8
JA,Jabaquara,22-12-23,7.5
SA,Santo Amaro,22-12-23,9.1
VM,Vila Mariana,22-12-23,10.0
PA,Parelheiros ,22-12-23,0.1
AD,Cidade Ademar,22-12-23,9.2
MB,M Boi Mirim,23-12-23,13.5
CL,Campo Limpo,23-12-23,15.4
CS,Capela do Socorro,23-12-23,21.200000000000003
IP,Ipiranga,23-12-23,42.1
JA,Jabaquara,23-12-23,47.5
SA,Santo Amaro,23-12-23,46.4
VM,Vila Mariana,23-12-23,24.6
PA,Parelheiros ,23-12-23,4.7
AD,Cidade Ademar,23-12-23,47.9
MB,M Boi Mirim,24-12-23,0.1
CL,Campo Limpo,24-12-23,0.0
CS,Capela do Socorro,24-12-23,0.2
IP,Ipiranga,24-12-23,0.0
JA,Jabaquara,24-12-23,0.1
SA,Santo Amaro,24-12-23,0.1
VM,Vila Mariana,24-12-23,0.0
PA,Parelheiros ,24-12-23,0.1
AD,Cidade Ademar,24-12-23,0.5
MB,M Boi Mirim,25-12-23,0.0
CL,Campo Limpo,25-12-23,0.0
CS,Capela do Socorro,25-12-23,0.2
IP,Ipiranga,25-12-23,0.1
JA,Jabaquara,25-12-23,0.2
SA,Santo Amaro,25-12-23,0.1
VM,Vila Mariana,25-12-23,0.1
PA,Parelheiros ,25-12-23,0.0
AD,Cidade Ademar,25-12-23,0.5
MB,M Boi Mirim,26-12-23,1.8
CL,Campo Limpo,26-12-23,1.1
CS,Capela do Socorro,26-12-23,0.5
IP,Ipiranga,26-12-23,0.0
JA,Jabaquara,26-12-23,0.2
SA,Santo Amaro,26-12-23,0.2
VM,Vila Mariana,26-12-23,0.1
PA,Parelheiros ,26-12-23,0.2
AD,Cidade Ademar,26-12-23,0.3
MB,M Boi Mirim,27-12-23,0.0
CL,Campo Limpo,27-12-23,0.0
CS,Capela do Socorro,27-12-23,0.0
IP,Ipiranga,27-12-23,0.0
JA,Jabaquara,27-12-23,0.0
SA,Santo Amaro,27-12-23,0.0
VM,Vila Mariana,27-12-23,0.0
PA,Parelheiros ,27-12-23,0.0
AD,Cidade Ademar,27-12-23,0.0
MB,M Boi Mirim,28-12-23,0.0
CL,Campo Limpo,28-12-23,0.0
CS,Capela do Socorro,28-12-23,0.0
IP,Ipiranga,28-12-23,0.0
JA,Jabaquara,28-12-23,0.0
SA,Santo Amaro,28-12-23,0.0
VM,Vila Mariana,28-12-23,0.0
PA,Parelheiros ,28-12-23,0.0
AD,Cidade Ademar,28-12-23,0.0
MB,M Boi Mirim,29-12-23,0.0
CL,Campo Limpo,29-12-23,0.0
CS,Capela do Socorro,29-12-23,0.0
IP,Ipiranga,29-12-23,0.0
JA,Jabaquara,29-12-23,0.0
SA,Santo Amaro,29-12-23,0.0
VM,Vila Mariana,29-12-23,0.0
PA,Parelheiros ,29-12-23,0.0
AD,Cidade Ademar,29-12-23,0.0
MB,M Boi Mirim,30-12-23,10.0
CL,Campo Limpo,30-12-23,5.1
CS,Capela do Socorro,30-12-23,9.5
IP,Ipiranga,30-12-23,6.199999999999999
JA,Jabaquara,30-12-23,10.6
SA,Santo Amaro,30-12-23,9.2
VM,Vila Mariana,30-12-23,4.7
PA,Parelheiros ,30-12-23,8.5
AD,Cidade Ademar,30-12-23,9.8
MB,M Boi Mirim,31-12-23,0.0
CL,Campo Limpo,31-12-23,0.0
CS,Capela do Socorro,31-12-23,0.0
IP,Ipiranga,31-12-23,0.0
JA,Jabaquara,31-12-23,0.0
SA,Santo Amaro,31-12-23,0.0
VM,Vila Mariana,31-12-23,0.0
PA,Parelheiros ,31-12-23,0.0
AD,Cidade Ademar,31-12-23,0.0
